"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"108077","aperte o play","eduardo costa","forro","de repente você vem e diz
que esse amor tá por um triz
e nada fiz prá não deixar
desabar por água a baixo
essa paixão
e me acusa sem razão
de enganar seu coração
pare  pense  tente refletir
que você vai descobrir
no seu espelho interior
nas imagens desse filme
de emoções
os motivos e as razões
dos conflitos desse amor
quero ver se nessa tela
ele_similares a ele_similares eu e você
tem coragem de dizer
falando sério
que já não me ama
eu duvido que você
não tenha medo
de me perder
que não morra de saudade
do calor que tem
a nossa cama
pensando bem
re bobina essa fita
apague a luz
aperte o play
invente outra sessão
que o recomeço deste amor
sempre termina
num beijo de paixão","forró"
"108078","as paredes azuis","eduardo costa","forro","já se vai mais uma semana sem você
e eu aqui lutando pra esquecer
tentando enganar meu coração
entre nós tudo se tornou um caso sério
que por fim foi terminar em adultério
que muita gente chama de traição
refrão
aqui todas paredes são azuis
daquela mesma cor que escolhemos
tudo ainda está do mesmo jeito
apenas o seu amor que hoje é menos
essa é uma saudade sem igual
fumaça de cigarro e caracol
o gosto do seu beijo está na boca
seu cheiro ainda está no meu lençol
olha aqui que espécie de amor você me deu
me fez gostar assim e esqueceu
me fez acreditar sem merecer
olha aqui pintamos de azul nossas paredes
deixou minha esperança toda verde
depois tirou a cor do meu viver
refrão
aqui todas paredes são azuis
daquela mesma cor que escolhemos
tudo ainda está do mesmo jeito
apenas o seu amor que hoje é menos
essa é uma saudade sem igual
fumaça de cigarro e caracol
seu beijo ainda está na boca
seu cheiro ainda está no meu lençol
tá no meu lençol   ","forró"
"108079","cachaceiro","eduardo costa","forro","dizem que eu sou cachaceiro
cachaceiro eu não sou
cachaceiro é quem fabrica pinga
eu sou só consumidor
dizem que eu sou cachaceiro
cachaceiro eu não sou
cachaceiro é quem fabrica pinga
eu sou só consumidor
tô virando pé de cana
toda noite eu tô bebendo
tô bebendo por amor
por amor eu tô sofrendo
a marvada me largou
e disse que não vai voltar
e se ela_similares não vier correndo meu deus
eu sei que não vou agüentar
dizem que eu sou cachaceiro
cachaceiro eu não sou
cachaceiro é quem fabrica pinga
eu sou só consumidor
dizem que eu sou cachaceiro
cachaceiro eu não sou
cachaceiro é quem fabrica pinga
eu sou só consumidor
amanheço no buteco
abraçado com a garrafa
bebendo  cantando e chorando
e essa saudade não passa
traz mais uma companheiro
pra me livrar desse tédio
eu bebo é pra ficar ruim  meu familia_masc
pra ficar bom eu bebo é remédio","forró"
"108080","anjo da vida","eduardo costa","forro","você aparece
quando é inesperado
acontece isso
quando estou apaixonado
é viajem
da cabeça
so esqueça
das lembranças
e passado
de alguém que
queria desaparecer
esquecer
de um amor
me proteger
cuidar
de mim
anjo me esconde
das maldades
a onde
você esta
felicidade
ver você sorrindo
eu quero esta proteguido
pelo amor
de você
no calor sem ti
sentindo mal
é tão especial
te ver","forró"
"108081","avião das nove","eduardo costa","forro","já comprei passagem para ir embora 
só me resta agora apertar te a mão
se já me trocaste por um outro alguém 
já não me convém ficar aqui mais não
levo comigo este amor desfeito 
solidão  despeito e cruel desgosto
no avião das nove partirei chorando 
por deixar quem amo nos braços de outro
ao chorar lhe darei meu adeus
porém juro por deus que não quero piedade
se o pranto de quem mais te quis
te faz muito feliz faça tua vontade
e ao ver o avião subir 
no espaço sumir 
não vai chorar também
deixe que eu choro sozinho
a dor e os espinhos que a vida tem ","forró"
"108082","anjo protetor","eduardo costa","forro","em meu peito sinto
tudo fora de lugar 
foi só um dia sem te amar
e não consigo disfarçar meu medo
como se o silêncio me tirasse a terra o ar
tá difícil respirar 
pois não posso ter você aqui comigo
vêm me buscar vêm me buscar 
vêm salvar meu coração
não como  não bebo  não posso dormir
nada me agrada sem você aqui
fujo dos amigos tento me esconder
gosto ele_similares mais amo você
quem vai me acalmar  me suportar e adoçar meus beijos
você que é meu anjo 
só você que é meu anjo  protetor ","forró"
"108083","anjo loiro","eduardo costa","forro","na casa onde ela_similares mora
na tábua do seu portão
desenhei o nosso nome
dentro de um coração
declarei meus sentimentos
e quem passar por aqui
vai saber quem é o ele_similares
do amor que mora ali
é um anjo loiro
dos cabelos cacheados
um metro e setenta e cinco
meu pedaço de pecado
é uma paixão
que rasga o peito pelo avesso
trinta e cinco de cintura
cem por cento que eu conheço
ai  esse amor me mata
a saudade dói  solidão corrói
a paixão maltrata
ai  entrou no meu peito
feito um passarinho  fez o seu
ninho
e não tem mais jeito
e quem estiver pensando
que vai roubá la de mim
tire o cavalo da chuva
vai pastar noutro capim
esse coração é meu
com papel ou sem papel
sou abelha  ela_similares é a flor
eu sou o favo  ela_similares é o mel","forró"
"108084","andorinha machucada","eduardo costa","forro","outra vez
ela_similares buscou o meu abraço
encontrou em meus braços
forças pra sobreviver
outra vez
eu fui seu ponto de equilíbrio
seu refúgio  seu abrigo
sua forma pra esquecer
ela_similares estava
tão carente de carinho
foi chegando de mansinho
e me abriu seu coração
ela_similares estava infeliz e magoada
feito fera machucada
e esquecida na prisão
ela_similares estava deprimida
e arrasada
andorinha machucada
procurando salvação
dei a ela_similares minha vida
fui afeto  fui saída
fui amante  fui amigo
e ela_similares fez isso comigo
foi embora sem razão
bateu asas e voou
na saudade me deixou
e hoje eu sou a andorinha
que chegou aqui sozinha
procurando salvação","forró"
"108085","amores imortais","eduardo costa","forro","amores imortais  não é só na letra da canção
ou no seriado cheio de paixão  que a gente assisti na
tv 
as suas digitais estão impregnadas no meu coração
vai além da pele tenho a sensação
que em outras vidas eu amei você 
meu desejo fica reclamando
só me perguntando onde você está 
pensamento ainda te desenha
só você mais ninguém sabe a senha
quando vai me amar 
amanheceu e ainda não dormi
olhei no espelho e vi você no meu olhar
foi deus quem mandou você até aqui
justo na hora em que eu ia te procurar","forró"
"108086","sou vagabundo","compositor raiff","forro","eu sou da farra sou do mundo  sou vagabundo
namorando todo mundo  sou vagabundo
eu sou da farra sou do mundo  sou vagabundo
eu tô pegando tudo  tudo  sou vagabundo
eu sou da farra sou do mundo  sou vagabundo
namorando todo mundo  sou vagabundo
eu sou da farra sou do mundo  sou vagabundo
eu tô pegando tudo  tudo  sou vagabundo
a sexta feira chegou  tô me preparando
tô ligando tô chamando a galera pra curtir
vamos sair se divertir com a galera bacana
todo final de semana estamos juntos por ai
a sexta feira chegou  tô me preparando
tô ligando tô chamando a galera pra curtir
vamos sair se divertir com a galera bacana
todo final de semana estamos juntos por ai
 refrão 
eu sou da farra sou do mundo  sou vagabundo
namorando todo mundo  sou vagabundo
eu sou da farra sou do mundo  sou vagabundo
eu tô pegando tudo  tudo  sou vagabundo","forró"
"108087","amor pra vida inteira","eduardo costa","forro","te busco sempre a beira de um rio onde amei você 
o seu amor é água desse rio  é fonte que eu quero beber 
é água cristalina dos lençóis  assim deus fez amor brotar em nós 
a curva desse rio é o seu corpo  o som da água é sua voz 
você é minha vida  inspiração  a força de deus sobre mim 
do jeito que eu te amo  que eu te quero 
eu nunca amei ninguém assim 
você é o vento forte na fogueira 
você é a queda da cachoeira 
você é o meu sonho de uma vida 
é o meu amor pra vida inteira  
sou seu ele_similares  seu ele_similares  seu apaixonado 
eu sou o resto do nada sem você do lado 
sou seu ele_similares  seu ele_similares  eu sou o seu guia 
sou seu amor  sou a luz que ilumina seu dia 
você é minha vida  inspiração  a força de deus sobre mim 
do jeito que eu te amo  que eu te quero 
eu nunca amei ninguém assim 
você é o vento forte na fogueira 
você é a queda da cachoeira 
você é o meu sonho de uma vida 
é o meu amor pra vida inteira  
sou seu ele_similares  seu ele_similares  seu apaixonado 
eu sou o resto do nada sem você do lado 
sou seu ele_similares  seu ele_similares  eu sou o seu guia 
sou seu amor  sou a luz que ilumina seu dia    x ","forró"
"108088","se você me ama","compositor raiff","forro","se tá de sacanagem comigo
pare com isso
resolva a questão
não consigo entender
nem ao menos mudar sua indecisão
você me ignora
em outras horas quer me ver
eu tô caindo fora  não sirvo pra esta história
de amar sem saber
de amar sem saber
 refrão 
se você me ama ah  se você me ama ah
se você me ama ah me leva e assume
e simples assim","forró"
"108089","violão","dina rosa","forro","meu destino e cantar  eu canto de noite e de dia
canto no sol e no luar  canto pra chuva e para o mar
canto pro céu e para as estrelas  a natureza também 
junto com o meu violão  canto pra você também 
meu violão é meu amigo é meu amigo
a onde eu vou levo comigo  levo comigo
não precisa me aplaudir  basta você me escutar 
meu canto é de amor  sei que você vai gostar 
bate a saudade no peito  dentro do meu coração 
só meu cantar me consola  junto com o meu violão 
meu violão é meu amigo é meu amigo
a onde eu vou levo comigo  levo comigo
não precisa me aplaudir  basta você me escutar 
meu canto é de amor  sei que você vai gostar 
bate a saudade no peito  dentro do meu coração 
só meu cantar me consola  junto com o meu violão
meu violão é meu amigo é meu amigo
a onde eu vou levo comigo  levo comigo
meu violão é meu amigo é meu amigo
a onde eu vou levo comigo  levo comigo
meu violão é meu amigo é meu amigo
a onde eu vou levo comigo  levo comigo","forró"
"108090","recado de batom","compositor raiff","forro","acordo cedo e você não esta
olho no espelho um recado de batom
pedindo desculpa outra vez
não deu pra ficar
não ligue pra mim eu não vou mais voltar
mais embaixo uma carta escrita
que eu pra ela_similares fui o amor da sua vida
mil desculpas pois eu sei
mil desculpas pois eu sei
que o amor entre nos
acabou foi a última vez
eu chorei por várias noites
percebi que era sério
suas cartas eu queimei pra tentar te esquecer
suas cartas eu queimei pra tentar te esquecer
pra tentar te esquecer
pra tentar te esquecer
pra tentar te esquecer","forró"
"108091","amor pirata (com ataide e alexandre)","eduardo costa","forro","outra vez eu entrei no boteco
e enchi a ele_similares
e fiquei até de madrugada
falando em você
meus amigos me falam
que droga
esse papo não para
esse filme de amor pirata
ninguém mais quer ver
toca aquela do nome_masc costa
é chique  é brega
e todo mundo gosta
ela_similares não vai voltar  meu amigo
põe essa barba de molho
ela_similares é desse jeito
é dente por dente
é olho por olho
mas se ela_similares voltar  meu amigo
eu venho aqui te encontrar
a gente pega a viola
canta  bebe e chora
pra comemorar
quem nunca foi refém
da paixão de alguém
tá correndo perigo
o amor é prazer
mas também pode ser
o pior inimigo
quem nunca foi refém
da paixão de alguém
tá correndo perigo
o amor é prazer
mas também pode ser
seu pior inimigo
ela_similares não vai voltar  meus amigos
põe essa barba de molho
ela_similares é desse jeito
é dente por dente
é olho por olho
mas se ela_similares voltar  meu amigo
eu venho aqui pra te encontrar
a gente pega a viola
canta  bebe e chora
pra comemorar
quem nunca foi refém
da paixão de alguém
tá correndo perigo
o amor é prazer
mas também pode ser
o pior inimigo
quem nunca foi refém
da paixão de alguém
tá correndo perigo
o amor é prazer
mas também pode ser
seu pior inimigo","forró"
"108092","sozinha","dina rosa","forro","e quando você partiu  e de mim não despediu me deixou  sozinha
o meu choro eu engoli  invés de chorar sorri  e você não viu 
não sou de chamar atenção  segurei a minha emoção 
quase que eu morri 
tu não sabe meu amor a marca que tu deixou  deixou em mim
foi tanta saudade  foi tanta paixão  queimando o meu peito 
e o meu coração
foi tanta saudade  foi tanta paixão  queimando o meu peito 
e o meu coração
e quando você partiu  e de mim não despediu
me deixou sozinha
o meu choro eu engoli  invés de chorar sorri  e você não viu 
não sou de chamar atenção  segurei a minha emoção 
quase que eu morri 
tu não sabe meu amor a marca que tu deixou  deixou em mim
foi tanta saudade  foi tanta paixão  queimando o meu peito 
e o meu coração
foi tanta saudade  foi tanta paixão  queimando o meu peito 
e o meu coração
foi tanta saudade  foi tanta paixão  queimando o meu peito 
e o meu coração
foi tanta saudade  foi tanta paixão  queimando o meu peito 
e o meu coração","forró"
"108093","sobe desce","dina rosa","forro","vem vem vem moreno  vem vamos dançar 
vem vem vem moreno  que eu vou te ensinar 
vem vem vem moreno  vem vamos dançar 
vem vem vem moreno  que eu vou te ensinar 
vem dançar forró  venha remexer
vem dança comigo até o dia amanhecer
e a noite inteira nesse mexe mexe
dança dança requebrando nesse sobe desce   x 
vem vem vem moreno  vem vamos dançar 
vem vem vem moreno  que eu vou te ensinar 
vem vem vem moreno  vem vamos dançar 
vem vem vem moreno  que eu vou te ensinar 
vem vem vem moreno  vem vamos dançar 
vem vem vem moreno  que eu vou te ensinar 
vem vem vem moreno  vem vamos dançar 
vem vem vem moreno  que eu vou te ensinar 
vem dançar forró  venha remexer
vem dança comigo até o dia amanhecer
e a noite inteira nesse mexe mexe
dança dança requebrando nesse sobe desce   x 
vem vem vem moreno  vem vamos dançar 
vem vem vem moreno  que eu vou te ensinar 
vem vem vem moreno  vem vamos dançar 
vem vem vem moreno  que eu vou te ensinar  ","forró"
"108094","amor distante","eduardo costa","forro","se eu fosse um passarinho
queria voar no espaço
e pousar devagarinho
nas voltinhas do seus braços
queria sentir seu carinho
para aliviar a dor que passo
queria te dar um beijinho
e depois um forte abraço
depois que você partiu
minha vida é sofrer
me escreve sem demora
que estou louco pra saber
o lugar que você mora
também quero lhe escrever
marcando para qualquer hora
um encontro com você
você partiu me deixando
na mais negra ansiedade
sofrendo tanta amargura
e chorando de saudade
meu coração não resiste
pra dizer mesmo a verdade
pra mim já não existe
a tal felicidade
é um ditado muito certo
quem ama nunca esquece
que tem seu amor distante
chora  suspira e padece
coração sofre bastante
saudade no peito cresce
se você tem outro amor
seja franca e me esclareça","forró"
"108095","simples beijo","dina rosa","forro","eu vivo morrendo de medo
se um dia você me deixar
sei que eu te amo tanto
não vivo sem o seu olhar
foi com um simples beijo
que me fizestes apaixonar
sei que eis tudo pra mim
não me deixe sofrer assim
coração  coração e agora 
agora o que vai ser de mim 
coração  coração e agora 
agora o que vai ser de mim 
não posso mais me entender
eu não sei viver sem você
o amor que explode em meu peito
jamais eu consigo esquecer
o amor que explode em meu peito
jamais eu consigo esquecer
coração  coração e agora 
agora o que vai ser de você 
coração  coração e agora 
agora o que vai ser de você 
eu vivo morrendo de medo
se um dia você me deixar
sei que eu te amo tanto
não vivo sem o seu olhar
foi com um simples beijo
que me fizestes apaixonar
sei que eis tudo pra mim
não me deixe sofrer assim
coração  coração e agora 
agora o que vai ser de mim 
coração  coração e agora 
agora o que vai ser de mim 
não posso mais me entender
eu não sei viver sem você
o amor que explode em meu peito
jamais eu consigo esquecer
o amor que explode em meu peito
jamais eu consigo esquecer
coração  coração e agora 
agora o que vai ser de você 
coração  coração e agora 
agora o que vai ser de você  ","forró"
"108096","seu amor e meu","dina rosa","forro","pelo nosso amor
pelo amor de deus
seu amor e meu 
ninguém vai tomar   x 
a noite está tão fria
a cama está vazia
e eu aqui sozinha
a lê esperar   x 
venha meu amor
vem ficar comigo 
venha me amar
mais dói demais essa saudade  que eu sinto de você
mais dói demais essa saudade  pois não posso te esquecer
pelo nosso amor
pelo amor de deus
seu amor e meu 
ninguém vai tomar   x 
a noite está tão fria
a cama está vazia
e eu aqui sozinha
a lê esperar   x 
venha meu amor
vem ficar comigo 
venha me amar
mais dói demais essa saudade  que eu sinto de você
mais dói demais essa saudade  pois não posso te esquecer   x ","forró"
"108097","puxa o fole","dina rosa","forro","quando eu chego no forró não consigo mais parar
canto e danço a noite inteira ninguém vai me segurar
o forró agarradinho e bom de mais pra se dançar
eu junto com o meu amor ninguém vai nos separar
o forró e bom agarradinho
o forró e bom bem coladinho
o forró e bom agarradinho
o forró e bom bem coladinho
sanfoneiro puxa o fole e não pode mais parar
a galera grita e dança e vai até o sol raiar
más o sanfoneiro bom  não liga pra nada não
fica só puxando o fole para não sair do tom
o forró e bom agarradinho
o forró e bom bem coladinho
o forró e bom agarradinho
o forró e bom bem coladinho
quando eu chego no forró não consigo mais parar
canto e danço a noite inteira ninguém vai me segurar
o forró agarradinho e bom de mais pra se dançar
eu junto com o meu amor ninguém vai nos separar
o forró e bom agarradinho
o forró e bom bem coladinho
o forró e bom agarradinho
o forró e bom bem coladinho
sanfoneiro puxa o fole e não pode mais parar
a galera grita e dança e vai até o sol raiar
más o sanfoneiro bom  não liga pra nada não
fica só puxando o fole para não sair do tom
o forró e bom agarradinho
o forró e bom bem coladinho
o forró e bom agarradinho
o forró e bom bem coladinho ","forró"
"108098","amor de violeiro","eduardo costa","forro","ela_similares  eu não sei falar
coisas bonitas pra te conquistar
eu tenho só uma viola  ela_similares
eu só sei cantar
ela_similares  eu não tenho dinheiro
minha riqueza eu vou te contar
é um braço da viola  ela_similares
eu só sei cantar
ela_similares  se você parar um pouco
pra me ouvir
em alguns minutos vai me descobrir
enxergar o fundo do meu coração
ela_similares eu já sei que o papo agora
é só ficar
mas eu to querendo mesmo é me casar
se me achar careta
te peço perdão
mas eu quero falar com seus pais
pedir a sua mão
e se você aceitar o amor de um violeiro
o seu coração vai ser meu paradeiro
eu e a viola e uma eterna canção
ela_similares  eu não tenho pressa pra te conquistar
o braço da viola vai me consolar
até você abrir de vez seu coração","forró"
"108099","amor de mãe é assim","eduardo costa","forro","o primeiro rosto que eu vi
o primeiro beijo que ganhei
foi daquela que me deu a vida
quem me cossolou quando chorei
me amou desde o primeiro momento
companheira de todos os tempos
me ensinou a dar os primeiros passos
no frio me aqueceu no seu abraço
ref 
e eu te agradeço
por ter ficado sempre comigo
perto ou distante em pensamentos
te vejo e te sinto
pelas madrugadas que acordada rezou por mim
preocupada fez tantas preçes amor de familia_fem é assim 
ta gravado na minha memoria
o som da sua voz me abençoando
quando fui em busca dos meus sonhos
vi lagrimas no seu rosto rolando
te pesso perdão por tantas vezes
não ter sido um familia_masc perfeito
te dei alegrias e tristezas
mas voçê me amou do mesmo jeito 
refrão ","forró"
"108100","pula cerca","dina rosa","forro","ele_similares o seu olhar é carente como eu sou
quero ficar contigo ser feliz e fazer amor
não tente me enganar assim eu posso me vingar porque
eu sou bregueira sou reggueira barraqueira
eu pulo cerca eu sou faceira
sou tudo aquilo que você pensar
se for embora eu vou te buscar porque sou louca por você
ele_similares o seu olhar é carente como eu sou
quero ficar contigo ser feliz e fazer amor
não tente me enganar assim eu posso me vingar porque
eu sou bregueira sou reggueira barraqueira
eu pulo cerca eu sou faceira
sou tudo aquilo que você pensar
se for embora eu vou te buscar porque sou louca por você
ele_similares o seu olhar é carente como eu sou
quero ficar contigo ser feliz e fazer amor
não tente me enganar assim eu posso me vingar porque
eu sou bregueira sou reggueira barraqueira
eu pulo cerca eu sou faceira
sou tudo aquilo que você pensar
se for embora eu vou te buscar porque sou louca por você
eu sou bregueira sou reggueira barraqueira
eu pulo cerca eu sou faceira
sou tudo aquilo que você pensar
se for embora eu vou te buscar porque sou louca por você","forró"
"108101","promessa","dina rosa","forro","você disse que me amava  que gostava só de mim
más você não decide  eu não vou viver assim
promessa não  promessa não 
não sou santo pra querer promessa não
promessa não  promessa não 
não sou santo pra querer promessa não
eu quero o seu amor  falar sério pra mim
eu vivo te esperando e você fugiu de mim
não vou nessa não  nessa não
com certeza que enrolar o meu coração
não vou nessa não  nessa não
com certeza que enrolar o meu coração
lutei muito na vida  pra viver junto contigo
agora tu me deixa  não mereço esse castigo
não vou nessa não  nessa não
com certeza que enrolar o meu coração
não vou nessa não  nessa não
com certeza que enrolar o meu coração
você disse que me amava  que gostava só de mim
más você não decide  eu não vou viver assim
promessa não  promessa não 
não sou santo pra querer promessa não
promessa não  promessa não 
não sou santo pra querer promessa não
eu quero o seu amor  falar sério pra mim
eu vivo te esperando e você fugiu de mim
não vou nessa não  nessa não
com certeza que enrolar o meu coração
não vou nessa não  nessa não
com certeza que enrolar o meu coração
lutei muito na vida  pra viver junto contigo
agora tu me deixa  não mereço esse castigo
não vou nessa não  nessa não
com certeza que enrolar o meu coração
não vou nessa não  nessa não
com certeza que enrolar o meu coração
não  nessa não
com certeza que enrolar o meu coração
não vou nessa não  nessa não
com certeza que enrolar o meu coração","forró"
"108102","paixão recolhida","dina rosa","forro","muita gente anda com ela_similares
sufocando o seu peito
ela_similares dói  ela_similares arde  ela_similares queima  e não tem jeito   x 
quando ela_similares agarra o ele_similares  deixa caído no chão
ele_similares não come  não dorme  ele_similares não vive direito
ele_similares bebe ate a ultima  que meche com o coração
e a paixão recolhida que não e brinquedo não
e a paixão recolhida ela_similares lê tira a razão
pode ser rico ou pobre  ou o pior vagabundo
mas não desistir da paixão  e a coisa melhor do mundo   x 
quando ela_similares agarra a ela_similares  vai arrebentando o seu peito
ela_similares não pensa direito  e faz tudo do seu jeito
e a paixão recolhida  tem o gosto de fel
mas a paixão bem vívida  ela_similares tem sabor de mel
muita gente anda com ela_similares
sufocando o seu peito
ela_similares dói  ela_similares arde  ela_similares queima  e não tem jeito   x 
quando ela_similares agarra o ele_similares  deixa caído no chão
ele_similares não come  não dorme  ele_similares não vive direito
ele_similares bebe ate a ultima  que meche com o coração
e a paixão recolhida que não e brinquedo não
e a paixão recolhida ela_similares lê tira a razão
pode ser rico ou pobre  ou o pior vagabundo
mas não desistir da paixão  e a coisa melhor do mundo   x 
quando ela_similares agarra a ela_similares  vai arrebentando o seu peito
ela_similares não pensa direito  e faz tudo do seu jeito
e a paixão recolhida  tem o gosto de fel
mas a paixão bem vívida  ela_similares tem sabor de mel ","forró"
"108103","paixão ardente","dina rosa","forro","hoje eu estava na praia
quando eu lembrei de você
os nossos momentos lindos
recheados de prazer
eu te beijei tu me beijou
eu te abracei tu me abraçou
e acabamos bem juntinhos fazendo amor
e a noite eu sonhei
com todos os seu carinho e seu calor
e confesso eu gostei
do jeito que tu quis me dominou
essa paixão ardente
eu nunca vou deixar
esse seu jeito carente
que só faz me conquistar
de manhã eu liguei
somente para ouvir a sua voz
e ao matar a saudade
o meu coração se acalmou
meu amor
hoje eu estava na praia
quando eu lembrei de você
os nossos momentos lindos
recheados de prazer
eu te beijei tu me beijou
eu te abracei tu me abraçou
e acabamos bem juntinhos fazendo amor
e a noite eu sonhei
com todos os seu carinho e seu calor
e confesso eu gostei
do jeito que tu quis me dominou
essa paixão ardente
eu nunca vou deixar
esse seu jeito carente
que só faz me conquistar
de manhã eu liguei
somente para ouvir a sua voz
e ao matar a saudade
o meu coração se acalmou
meu amor ","forró"
"108104","o telefone","dina rosa","forro","vai vai amor  vai vai amor  vai meu amor
eu vou te telefonar
amor o telefone que você me deu
eu te liguei você não atendeu
será que você já me esqueceu  esqueceu 
você se foi e me deixou aqui sozinha
eu sofro tanto sem você na minha vida
amor você bem sabe que eu te amo tanto
as vezes acabo enchu gando os meus prantos
eu choro de saudade de você  de você 
vem meu amor  vem por favor  vem me buscar
que estou a te esperar
vem meu amor  vem por favor  vem me buscar
que estou a te esperar
amor você bem sabe que eu te amo tanto
as vezes acabo enchu gando os meus prantos
eu choro de saudade de você  de você 
vem meu amor  vem por favor  vem me buscar
que estou a te esperar
vem meu amor  vem por favor  vem me buscar
que estou a te esperar ","forró"
"108105","o outro","dina rosa","forro","de joelho eu te peço  não vá embora
o que eu fiz foi sem pensar  na quela hora
de joelho eu te peço  não vá embora
o que eu fiz foi sem pensar  na quela hora
deixei meus filhos e meu familia_masc  fui com outro viajar
tudo era ilusão daquele ele_similares  não me amava
oh andorinha voa porfavor  fala pra ele_similares que sofrendo eu estou
oh andorinha voa porfavor  avisa ele_similares que sofrendo eu estou
deixei a minha casa e o meu lar  tudo de bom que eu já tinha
ele_similares só tinha fingimento e comigo  nada queria 
hoje eu vivo abandonada  e jogada sem ninguém
se queria acabar o meu casamento  eu só te fiz o bem
oh andorinha voa porfavor  fala pra ele_similares que sofrendo eu estou
oh andorinha voa porfavor  avisa ele_similares que sofrendo eu estou
deixei meu lar a minha casa  tudo de bom que eu já tinha
ele_similares só tinha fingimento e comigo  nada queria 
hoje eu vivo abandonada  e jogada sem ninguém
se queria acabar o meu casamento  eu só te fiz o bem
oh andorinha voa porfavor  fala pra ele_similares que sofrendo eu estou
oh andorinha voa porfavor  avisa ele_similares que sofrendo eu estou
oh andorinha voa porfavor  fala pra ele_similares que sofrendo eu estou
oh andorinha voa porfavor  avisa ele_similares que sofrendo eu estou","forró"
"108106","chamego da morena","cosme vieira","forro","sanfoneiro toque um forrozinho
puxe o fole direitinho
pra morena rebolar
não deixe se acabar esse tempero
que morena esse teu cheiro
vai me derrubar
tu vai tocando  e eu logo vou dançando
mas toque cadenciado pra gente se amar
refrão
vai vai  um forro pra uma paixão
vai vai  ter amor nesse salão
vai vai  que hoje vai valer a pena
eu só saio desse samba agarrado com a morena","forró"
"108107","eu quero meu amor","elba ramalho","forro","intro  g
g
eu quero meu amor
eu quero meu amor
eu quero meu amor
d 
aqui nesse forrozão
eu quero meu amor
eu quero meu amor
eu quero meu amor
g
na quentura do salão
eu quero meu amor
eu quero meu amor
eu quero meu amor
d 
aqui nesse forrozão
eu quero meu amor
eu quero meu amor
eu quero meu amor
g
na quentura do salão
d 
cio cio cio cio cio
c d 
cala boca meu benzinho
g
esse amor   pra nós dois
d 
cio cio cio cio cio
am d 
nosso amor   proibido
g
esse chamego   pra depois
c
está fazendo frio
g
cadê minha paixão
d 
quero ser o ele_similares do seu
dm g 
coração
c g
doidão vou ficar doidão
d 
se não encontrar com meu amor
dm g 
aqui nesse forrozão
c g
doidão doidão doidão
d 
se não encontrar o meu amor
dm g 
aqui nesse forrozão
g
eu quero meu amor 
eu quero meu amor
eu quero meu amor
d 
aqui nesse forrozão
eu quero meu amor
eu quero meu amor
eu quero meu amor
g
na quentura do salão
eu quero meu amor
eu quero meu amor
eu quero meu amor
d 
aqui nesse forrozão
eu quero meu amor
eu quero meu amor
eu quero meu amor
g
na quentura do salão
d 
cio cio cio cio cio
c d 
cala boca meu benzinho
g
esse amor   pra nós dois
d 
cio cio cio cio cio
am d 
nosso amor   proibido
g
esse chamego   pra depois
c
está fazendo frio
g
cadê minha paixão
d 
quero ser o ele_similares do seu
dm g 
coração
c g
doidão vou ficar doidão
d 
se não encontrar com meu amor
dm g 
aqui nesse forrozão
c g
doidão doidão doidão
d 
se não encontrar o meu amor
g
aqui nesse forrozão
solo  c g c g eb  ab ebm
ab  db ab eb  ab 
ab
eu quero meu amor
eu quero meu amor
eu quero meu amor
eb 
aqui nesse forrozão
eu quero meu amor
eu quero meu amor
eu quero meu amor
ab
na quentura do salão
eu quero meu amor
eu quero meu amor
eu quero meu amor
eb 
aqui nesse forrozão
eu quero meu amor
eu quero meu amor
eu quero meu amor
ab
na quentura do salão
db
está fazendo frio
ab
cadê minha paixão
eb 
quero ser o ele_similares do seu
ebm ab 
coração
db ab
doidão vou ficar doidão
eb 
se não encontrar com meu amor
ebm ab 
aqui nesse forrozão
db ab
doidão doidão doidão
eb 
se não encontrar o meu amor
ebm ab 
aqui nesse forrozão
db ab
doidão doidão doidão
eb 
se não encontrar com meu amor
ebm ab 
aqui nesse forrozão
db ab
doidão doidão doidão
eb 
se não encontrar o meu amor
db d  eb 
aqui nesse forrozão
ab","forró"
"108108","estrela miúda","elba ramalho","forro","estrela miúda que alumeia o mar
alumiá terra e mar
pra meu bem vir me buscar
há mais de um mês que ela_similares não
que ela_similares não vem me olhar
a garça perdeu a pena
ao passar no igarapé
eu também perdi meu lenço
atrás de quem não me quer
estrela miúda que alumeia o mar
alumiá terra e mar
pra meu bem vir me buscar
há mais de um mês que ela_similares não
que ela_similares não vem me olhar
a onda quebrou na praia
e voltou correndo do mar
meu amor foi como a onda
e não voltou pra me beijar
                           
enviado por 
nome_fem   rio de janeiro","forró"
"108109","eu quero é botar meu bloco na rua","elba ramalho","forro","há quem diga que eu dormi de touca
que eu perdi a boca  que eu fugi da briga
que eu caí do galho e que não vi saída
que eu morri de medo quando o pau quebrou
há quem diga que eu não sei de nada
que eu não sou de nada e não peço desculpas
que eu não tenho culpa  mas que eu dei bobeira
e que durango kid quase me pegou
eu  por mim  queria isso e aquilo
um quilo mais daquilo  um grilo menos disso
é disso que eu preciso ou não é nada disso
eu quero todo mundo nesse carnaval   
eu quero é botar meu bloco na rua
brincar  botar pra gemer
eu quero é botar meu bloco na rua
gingar  pra dar e vender","forró"
