"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"81665","caipora do mato","os 3 do nordeste","forro","eu nasci no mato  e sou matuto do bom
sempre canto no tom
nunca desfinei
e de uma sanfona  nunca me separei
sou caipora do mato
sou madeira de lei
me criei no cangaço  mas eu nunca matei
mas eu nunca matei um
matar um nunca matei
mas eu nunca matei um  porque nunca desejei
mas eu sou cruel  sou parada dura
ninguém segura quando eu tomo uma bicada
daquela danada
daquela que a nome_fem me dá todo dia
que provoca uma agonia
pelos cantos da latada
mas eu nunca matei um
matar um nunca matei
mas eu nunca matei um  porque nunca desejei
 repete tudo ","forró"
"81666","café com leite","os 3 do nordeste","forro","quando você me faz carinho
me abraça e da beijinho
racha o coco e quero mais  amor
o seu corpo me aquece
e a gente pensa naquilo de tudo que a gente faz
é quando eu te pego e te boto no colo
te deito  te rolo e te dou cafuné
eu fico duro que só pedra toda hora a gente rela
toda hora a gente quer
o ele_similares quer  é um carinho de ela_similares
eu quero sim  só se ela_similares não quiser
ela_similares querendo  é misturar café com leite
o amor só é perfeito quando os dois se quer
                          
enviado por nome_fem   rj","forró"
"81667","ana","louro santos e forró da malagueta","forro","sei que errei  passei por cima de tudo  quis ganhar esse jogo  mas não soube jogar  eu me enganei  vi a porta aberta fui em busca de um sonho  mas tive que acordar  quando eu senti que o mundo ia desabar eu me peguei pensando em você  me deu vontade de tocar teu coração  então gritei   eu amo você   
oh  oh  nome_fem  é teu o meu coração  você é meu mundo e eu nuca mais vou te deixar  oh nome_fem  você é quem me faz feliz  você é um sonho que nunca mais quero acordar  eu entrei na tua vida pra te amar 
quando eu senti que o mundo ia desabar eu me peguei pensando em você  me deu vontade de tocar teu coração  então gritei   eu amo você   
oh  oh  nome_fem  é teu o meu coração  você é meu mundo e eu nuca mais vou te deixar  oh nome_fem  você é quem me faz feliz  você é um sonho que nunca mais quero acordar  eu entrei na tua vida pra te amar ","forró"
"81668","amigo é pra essas coisas","louro santos e forró da malagueta","forro","amigo estou ligando pra você  para lhe falar do meu amor  ela_similares me deixou e foi embora disse que não gosta mais de mim  que o nosso amor chegou ao fim o que é que eu vou fazer agora 
tenha calma amigo porque a vida é assim e isso já aconteceu comigo  são coisas do destino e não tem como fugir  mais acho que vai ser melhor assim 
pode chorar amigo que estarei aqui pra te ajudar 
pode chorar amigo que faz muito bem desabafar 
pode chorar  pode chorar 
amigo é pra essas coisas ","forró"
"81669","a dama e o vagabundo","louro santos e forró da malagueta","forro","me diz porque você me chama de louco
louca é você que ainda me ama
sabe que o nosso amor é diferente
seus pais não querem o amor da gente
só porque eu sou pobre e não posso te amar  bis 
eu vou lutar por esse amor
se você for comigo
e acreditar que o sonho é bom
e nada é impossivel
 refrão 
eu e você
a ela_similares e o vagabundo
se for preciso eu enfrento o mundo
só pra te amar
eu e você
a ela_similares e o vagabundo
por você eu sou capaz de tudo
nada vai nos separar
eu vou lutar por esse amor
se você for comigo
e acreditar que o sonho é bom
e nada é impossivel
 refrão  x 
by giih monteiro   jp","forró"
"81670","24 horas de paixão","louro santos e forró da malagueta","forro","tô vivendo um grande amor
que conquistou meu coração
tô pensando nela agora
sou    horas de paixão
nunca amei ninguém assim
é tudo que eu sonhei pra mim
é um amor de novela
uma história bela
com um final feliz
mas em questão de segundos
eu vi tudo ameaçado
em uma carta que achei
dizendo que tava tudo terminado
preciso te encontrar
pra pedir pra voltar
sem você
não vou aguentar
eu vou chorar  chorar
chorar  chorar  chorar
eu vou chorar se ela_similares não me quiser
eu vou chorar  chorar
chorar  chorar
de felicidade se ela_similares voltar
eu vou chorar  chorar
chorar  chorar
eu vou chorar se ela_similares não me quiser
eu vou chorar  chorar
chorar  chorar
de felicidade se ela_similares voltar","forró"
"81671","meu forrobodó","mastruz com leite","forro","lá em recife fui no cavalo dourado
cantar forró me pediram um carimbó  x
saí de lá fui á casa de festejos
daí nasceu este meu forrobodó","forró"
"81672","meu travesseiro","mastruz com leite","forro","hoje acordei pensando em você
relembrei em sonhos
tudo que vivemos
mas  seu travesseiro
veio me dizer
com tantas brigas
o que estamos perdendo
levantar da cama
pra qualquer dos lados
faz me sentir tão abandonada
 refrão 
volta seu travesseiro
esta dormindo sozinho
eu me sinto
passarinho só no ninho
pra que o céu
sem ter você para voar","forró"
"81673","meu vaqueiro, meu peão","mastruz com leite","forro","já vem montado em seu alazão
chapéu de couro  laço na mão
seu belo charme me faz cantar
no rosto um grande lutador
que trabalha com calor
com toda dedicação
ó  meu vaqueiro  meu ele_similares
conquistou meu coração
na pista da paixão e valeu boi
eu estou sempre onde ele_similares está
forró  vaquejada  qualquer lugar
eu vou seguindo o meu ele_similares
seus braços fortes  sua cor
vaqueiro eu quero teu calor
em seus braços quero estar
ó  meu vaqueiro  meu ele_similares
conquistou meu coração
na pista da paixão e valeu boi   x 
teu amor  valeu boi
teu calor  valeu boi
ter você  valeu boi
meu vaqueiro   x ","forró"
"81674","meu estrangeiro","mastruz com leite","forro","veio de um lugar distante
que na verdade  só ouvi falar
um sorriso fascinante
e uma beleza naquele olhar
um sotaque estrangeiro
frases tão complicadas
não entendo uma palavra
mas me deixou alucinada
 refrão 
meu estrangeiro
não entendo quase nada
mas estou apaixonada
o que importa é o coração
meu estrangeiro
não esqueço aquele dia
que a gente entendia
pela linguagem do corção
estou aprendendo mil palavras
frases pra quando você voltar
i love you  ineed you
vem logo me encontrar","forró"
"81675","meu cavalo lampião","mastruz com leite","forro","vou contar a minha história
do meu cavalo alazão
era meu melhor amigo
eu dei lhe o nome lampião
por ser um destemido
cavalo ligeiro  corajoso
onde ele_similares ia comigo
gado valente era medroso
fazia o que eu mandava
subia serra  encerração
e em toda vaquejada
eu era sempre campeão
e lampião  ê lampião
meu cavalo ligeiro bis
mais veloz do meu sertão
era o cavalo mais cotado
de toda região
pois em toda a vaquejada
todo boi ia pro chão
um vaqueiro respeitado
era sempre campeão
tudo isso só por causa
do meu cavalo lampião
mas um dia o destino
veio a gente separar
eu estava adivinhando
na pista não entrar
uma novilha assassina
me puxou logo pro chão
com seus chifres afiados
veio em minha direção
sem defesas  eu estava
partiu de lá  meu lampião
a novilha assassina
acertou seu coração","forró"
"81676","meu ex","mastruz com leite","forro","ele_similares é meu ex familia_masc
ele_similares é minha ex paixão 
ele_similares é também o escolhido  do meu coração
ele_similares é meu ex familia_masc
ele_similares é minha ex paixão 
ele_similares é também o escolhido  do meu coração 
como vou dizer para o meu ex  que não o esqueci 
como vou dizer que só com ele_similares  eu fui feliz 
como vou dizer para o meu ex  que tenho esperança
de te encontrar  pra gente se amar amar  voltar de novo aquele amor
como vou dizer para o meu ex que é especial 
e se preciso vou esperar pra gente se amar  amar  amar  amar   ","forró"
"81677","meu negócio é pitelzinho","mastruz com leite","forro","quando se ver num forró
um pitelzinho arrumado
com um short pequenino
num corpinho esculturado
dançando e fazendo charme
de bumbum arrebitado
até mesmo o sanfoneiro
começa a tocar errado 
 refrão   x 
isso é pau pra
dar em doido
mais quando um vitalina
aparece no salão
com dez cordões no pescoço
cinco aneis em cada mão
com um pente na cabeça
e a saia varrendo o chão
atrás de madeira nova
pra queimar no seu fogão
sai daqui seu couro  veio 
eu não quero couro  veio 
meu negocio é pitelzinho
eu não quero couro  veio 
mais quando a gatinha chega
dançando de mini saia
todo mundo bate palma
não existe quem dê vaia
sua beleza pará o trem
faz o sol fugir da praia
até velho de oitenta
vendo o produto  desmaia
 refrão   x 
isso é pau pra
dar em doido
fazendo a comparação
escute o que eu vou dizer
entre a velha e a nova
sendo pra eu escolher
eu prefiro pitelzinho
se quiser saber porque
se voce tiver com pena
leva o couro pra você 
sai daqui seu couro  veio 
eu não quero couro  veio 
meu negocio é pitelzinho
eu não quero couro  veio ","forró"
"81678","meu cenário","mastruz com leite","forro","vejo uma gaivota pelo céu
o sol sumindo sob o véu
de uma nuvem branca no azul
todo o universo escurecendo
a noite então nascendo
belo cenário para o amor
a lua começa a surgir
uma estrela a refletir
e eu sozinha aqui estou
onde esta você agora 
te quero  venha embora
te amo  meu amor
vem  que a noite
espera por nós dois
deixe tudo pra depois
vem comigo para o amor
vem  não há sentido
eu sem você
orgulho  brigas para quê 
se o que eu procuro
acho em você","forró"
"81679","meio dia","mastruz com leite","forro","escorro o suor do meio dia 
assobiando a melodia 
eu tento saciar 
com um gole da cabaça 
passa a sede mas não passa
o jejum jejuar 
o sol  esquenta minha cabeça 
vixe nome_fem não esqueça 
também de esquentar 
com seus beijos minha vida 
e o subejo da comida 
que sobrou do jantar 
joão acabou se a farinha 
o querosene da cozinha 
no feijão gurgui já deu 
familia_masc  traz um vestido de chita 
que eu quero ficar bonita 
bonita que nem o nome_masc 
joão  acabou se a farinha 
o querosene da cozinha 
no feijão gurgui já deu 
familia_masc  traz um vestido de chita 
que eu quero ficar bonita 
bonita que nem o nome_masc 
tenha paciência minha gente 
foi a seca e a enchente 
o culpado não sou eu ","forró"
"81680","meu caminhoneiro","mastruz com leite","forro","fico olhando os carros na estrada  cada carro cada
caminhão   
te imagino no meu pensamento eu te vejo sob a direção
a vontade de estar contigo é imensa que me faz voar
se tu vês um pássaro no céu  sou eu sobrevoando pra te
procurar
meu caminho  caminhoneiro onde é que tu estais 
eu estou te esperando  a saudade é demais 
meu caminho  caminhoneiro percorreu meu coração 
nessas curvas da saudade  amo até o seu caminhão 
mas onde estiver  contigo   meu amor vai te salvar do
 perigo 
você sempre viaja  comigo    caminhoneiro no coração  
 x","forró"
"81681","meu bem","mastruz com leite","forro","o amor porem nos machuca
mais nus alegra tambem
se vc porem leu isso
volta pra mim meu bem
nao quero viver so
sozinho
jamais sozinho
meu bem
venha vc
volta logo
logo pra mim
volta meu bem
coraçao volta
ja ja pra mim
nao e nao
me deixa assim","forró"
"81682","me faz um dengo","mastruz com leite","forro","intro  b f  b f 
b f 
me faça um dengo  você é o meu neném
b
sempre chorando só pra ganhar o meu amor
f  b f  b
e merecendo cuidados especiais  ai ai neném o que você pede eu dou   
f  e
esse neném me ocupa o tempo todo
f  b
a toda hora dá vontade de brincar
f  e f  b
esse nené é também tão carinhoso  que bom que eu tenho meu neném para cuidar
f  b
há  há  há   há há
f  b
há  há  há   há há
e f  b
amor neném é tão difícil de cuidar
f 
mas é tão bom
b
ter um neném pra nanar
intr    à
f  e
esse neném me ocupa o tempo todo
f  b
a toda hora dá vontade de brincar
f  e f  b
esse nené é também tão carinhoso  que bom que eu tenho meu neném para cuidar
f  b
há  há  há   há há
f  b","forró"
"81683","meu bê a bá","mastruz com leite","forro","meu  bê a bá 
mastruz com leite
foi preciso ir a escola
aprender o bê a bá
foi preciso ir também
para aprender a contar
belisquei tanta merenda
na sacolinha de renda
antes do sino tocar 
na hora da tabuada
eu botava as mãos para trás
pra contar escondidinho
os nove fora   o menos e o mais
por falar em nove fora
nada era uma palmatória
vinha com gosto de gás 
nove e nove   eu dezenove
eu só sabia rimar
dava mão à palmatória
mas não dava meu pensar
matemática de poeta
quem erra depois certa
quem acerta pode errrar 
eu cá dentro da escola
comigo falava só
de agora em diante
eu quero ir pro bem melhor
ele_similares eu te asseguro
o outro lado do muro
a escola é bem maior 
e o tempo foi passando
levei pau pra entender
minha escola é o mundo
e o meu mundo é você
já não sou mais analfabeto
porque hoje assoletro
meu olhar meu bem querer ","forró"
"81684","meu alimento","mastruz com leite","forro","acordei bem cedo pra te ver
estava tão carente o meu coração
você é o meu café você é o meu pão
meu alimento natural
acordei bem cedo pra te ver
estava tão carente o meu coração
você é o meu café você é o meu pão
meu alimento natural
você é minha flor minha nome_fem de amor
meu cassino de emoções
de noite ele_similares vem vem me chamar
e sempre querendo ser o ele_similares
e sempre sempre depois do jantar
me ama me ama me ama  me ama  me ama 
mais uma noite eu quero te ver
mais um dia claro te ter
você é minha sede é minha fome
você também me consome  te amo 
te amo  te quero
ô  me faz um bem
a gente se dá muito bem
 repete    vezes 
mais uma noite eu quero te ver
mais um dia claro te ter
você é minha sede é minha fome
você também me consome
te amo  te quero
ô  me faz um bem
a gente se dá muito bem
 repete    vezes ","forró"
"81685","menino sem juízo","mastruz com leite","forro","vem  ele_similares sem juízo
no calor do meu carinho vem amar também
vem beijar a minha boca
e provar desse gostinho que ninguém mais tem
venha chamegar comigo ao balanço da sanfona
vem dançar forró
e pra onde quer que vá
não esqueça  meu amor  que você não está só
lembro das tuas loucuras quando foi embora
e eu fui atrás
relevei todos os meus planos
só não tive culpa se te amei demais
só depois de tanto tempo desse sofrimento
encontrei a paz
mas você se arrependeu e reconheceu que sem mim não vive mais
estou querendo teu amor  meu bem
não quero nem saber o que eu passei
o que eu sofri por você
estou querendo ter você aqui
vem  ele_similares sem juízo  você também quer ","forró"
"81686","medo de te perder","mastruz com leite","forro","olha amor
sei que não devia te falar assim
se te magoei tente esquecer
esse meu jeito eu já tentei mudar
com paciência eu chego lá
olha amor
sei que não devia te falar assim
se te magoei tente esquecer
esse meu jeito eu já tentei mudar
com paciência eu chego lá
é que meu coração tem medo de te perder
me obriga a fazer coisas que não pode ser
se eu não sentisse nada por você
eu não ligaria podes crer
sabe amor  sabe amor 
confiança e amor combinam sim
eu confio em você  confio enfim
só tenho medo que te roubem de mim
é que meu coração tem medo de te perder
me obriga a fazer coisas que não pode ser
se eu não sentisse nada por você
eu não ligaria podes crer
forró mastruz com leite
sabe amor  sabe amor 
confiança e amor combinam sim
eu confio em você  confio enfim
só tenho medo que te roubem de mim
é que meu coração tem medo de te perder
me obriga a fazer coisas que não pode ser
se eu não sentisse nada por você
eu não ligaria podes crer","forró"
"81687","me diga","mastruz com leite","forro","barata se mata com a chinela
cachorro se mata pela cadela
o motorista se mata pela banguela
mas diga  me diga
como se mata a saudade
que sinto ela_similares
decote decotado mata o cabra na janela
chá de boldo mata toda mazela
o familia_masc me mata se me pegar com ela_similares
mas diga  me diga
como se mata a saudade que eu sinto ela_similares
sinuca se mata pela tabela
o porco mata a fome na gamela
o travesti se mata só pra ser ela_similares
mas diga  me diga
como se mata a saudade que eu sinto ela_similares","forró"
"81688","massa de mandioca","mastruz com leite","forro","nome_fem tá peneirando
goma e massa de mandioca
nome_fem tá peneirando
nome_fem tá peneirando
goma e massa de mandioca
quem se casar com nome_fem
só vai comer tapioca
tá  tá  tapioca
tá  tá  tapioca
tá  tá  tapioca
tá  tá  tapioca
rala  rala mandioca
tu de lá e eu de cá
pra fazer beijo de massa
pra gente se alimentar
nome_fem pega a peneira
mexe pra lá e pra cá
o peneirado é gostoso
tô doido pra peneirar
 penera  penera  de lá
 penera  penera  de cá
 penera  penera  de lá
 penera  penera  de cá
o peneirado é gostoso
tô doido pra peneirar","forró"
"81689","mastruz com leite é brasil","mastruz com leite","forro","é uma planta do sertão
é uma planta do agreste
e todo cabra da peste
sabe que ela_similares tem poder
nasce em qualquer estação
no verão ou no inverno
e tem um poder eterno
só para curar você
juntando ao leite
forma uma dose de vida  pois
o leite da vaca criou boi
o leite materno criou familia_masc
e nesse forró criou o molho
mastruz com leite veio do sertão
quem não tomou ja ouviu
é overdose de alegria
mastruz com leite é brasil
é mistura do sertão
quem não tomou ja ouviu
é overdose de alegria
mastruz com leite é brasil","forró"
"81690","marcas desse amor","mastruz com leite","forro","eu tomo banho de cascata pra esquecer as marcas que você deixou
banho meu corpo inteiro ainda com teu cheiro que você beijou
fico só lembrando o dia que com alegria  você me pegou
e levou me em teus braços e nessa cascata você me banhou
sai lua a reluzente  vem consolar meu coração
enxuga o meu rosto molhado pra esquecer as marcas dessa paixão
vai lua onde ele_similares está  fala como eu estou
diz que estou a lhe esperar  pra viver de novo todo esse amor   
sai lua a reluzente  vem consolar meu coração
enxuga o meu rosto molhado pra esquecer as marcas dessa paixão
vai lua onde ele_similares está  fala como eu estou
diz que estou a lhe esperar  pra viver de novo todo esse amor   
vai lua onde ele_similares está  fala como eu estou
diz que estou a lhe esperar  pra viver de novo todo esse amor   
intr    à
repete tudo","forró"
"81691","lua serena","mastruz com leite","forro","sou lua serena saído da noite 
tão louca pra amar 
tão cheia de amor 
com tanto amor pra dar 
orvalho e molhe
prepare a relva
que a noite hoje é minha para amar
que você venha como o sol
lindo  quente que me faça pegar fogo de amor 
orvalho e molhe
prepare a relva
que a noite hoje é minha para amar
que você venha como o sol
lindo  quente que me faça pegar fogo de amor 
sou lua  mais quero ver estrelas com você 
sou lua  quero estar iluminada de prazer 
sou lua  mais quero ir ao céu só com você 
sou lua  quero uma noite inesquecível com você 
sou lua  mais quero ver estrelas com você 
sou lua  quero estar iluminada de prazer 
sou lua  mais quero ir ao céu só com você 
sou lua  quero uma noite inesquecível com você 
orvalho e molhe
prepare a relva
que a noite hoje é minha para amar
que você venha como o sol
lindo  quente que me faça pegar fogo de amor 
sou lua  mais quero ver estrelas com você 
sou lua  quero estar iluminada de prazer 
sou lua  mais quero ir ao céu só com você 
sou lua  quero uma noite inesquecível com você 
sou lua  mais quero ver estrelas com você 
sou lua  quero estar iluminada de prazer 
sou lua  mais quero ir ao céu só com você 
sou lua  quero uma noite inesquecível com você ","forró"
"81692","lição de vida","mastruz com leite","forro","eu não vou mais chorar
pois sei que um dia
a tristeza vai embora
são tantas marcas de uma amor
que se acabou
e só ficou ressentimento
entre nós dois
sofri demais por ti
em tuas mão entreguei
o meu tesouro
você brincou e não me deu satisfação
faltou respeito nessa nossa relação
mas tudo que você fez contra mim
foi lição de vida
mas tudo que você fez contra mim
foi lição de vida
e agora
eu quero viver  esquecer
vou mudar de estrada
a gente aprende com a dor
o que a felicidade
não pode ensinar
aprendi
o que eu precisava pra amar
sem ser magoada
não vou me submeter
a um outro alguém
como uma escrava","forró"
"81693","louca por você","mastruz com leite","forro","louca por você
mastruz com leite
gosto de você de mais
eu quero estar junto tirar sua paz
vem cá fazer amor  de tudo com você
seu jeito carinhoso faz me enlouquecer 
que vontade de pegar
beijar você inteiro e te deixar bem louco
quem manda você ser assim tão gostoso
e me deixar louca doida por você
refrão 
não me importa que falem que eu sou louca
não me importa que falem que eu sou doida 
que seja louquinha  doidinha por você ","forró"
"81694","marido exemplar","mastruz com leite","forro","eu sou um bom ele_similares
um bom familia_masc e comportado
mais que ele_similares de pau
você é muito descarado
eu falo como quiser
gritando  quebrando as coisas
quem quiser pode escutar
eu falo como quiser
gritando  quebrando as coisas
é meu jeito de falar
olha meu benzinho
você reclama de barriga cheia
não venha me adular
que pro seu lado
a coisa tá feia
olha meu amor
eu acho que eu sou
um familia_masc exemplar
como é que pode ser
se quando sai de casa
não tem hora pra voltar
eu ja estava acostumada
com as voltinhas
que tu davas
meu amor
eu sou o mesmo
e aquelas voltinhas
nunca deram em nada
você é muito mentiroso
é muito cretino e safado
mais gosto tanto de você
e eu posso lhe dizer
o que amor 
que sou um ele_similares
bem casado","forró"
"81695","leito da saudade","mastruz com leite","forro","uma fogueira no terreiro
e um amor no coraçao
uma vertente nos meus olhos
no leito da saudade chorei minha solidao
anavantu anarrie das quadrilhas de sao nome_masc
o arrastape da matutada matou a saudade presa no meu coraçao
rimei ribeira com riacho
pisei no facho que ilumina a escuridao
pintei as cores no espaço
no leito da saudade chorei minha solidao
arrastapé quero arrastar
nesse galope balançar
manda pra longe essa saudade
que queima como fogo e nem cinzas quer deixar
rimei ribeira com riacho
pisei no facho que ilumina a escuridao
pintei as cores no espaço
no leito da saudade chorei minha solidao","forró"
"81696","leão faminto","mastruz com leite","forro","cuidado meu bem cuidado
que o leão vai te gular
cuidado meu bem cuidado
o leão vai te gular
o leão esta faminto  x
ele_similares pode te pegar
vai te gular vai te gular  x
o leão ta faminto vai te pegar","forró"
"81697","lambada do piriri","mastruz com leite","forro","eu quero uma lambada
 uma lambada eu quero já 
eu quero uma lambada
 uma lambada eu vou cantar 
eu quero ver você
 a lambada rebolar 
todo mundo vai dançar
piriri piriri","forró"
"81698","menino","mastruz com leite","forro","ele_similares faz assim comigo  faz assim comigo não que eu me derreto toda
carente do jeito que tô  você me aperta  me abraça  ainda me beija a boca
chegar devagarinho com jeitinho esse ele_similares gosta mesmo é de namorar
mas eu tenho um familia_masc e esse ele_similares safado na conversa tá querendo é me enganar
ele_similares  faz assim comigo não
se não vou ter que dividir meu coração
ele_similares  faz assim comigo não
se não vou ter que dividir meu coração","forró"
"81699","inconsolável","mastruz com leite","forro","faz falta os meus dias sem você me mata
já não quer me atender maltrata
só de pirraça me faz sofrer
perdoa e vamos recomecar na boa
não fique por ai a toa
eu gosto tanto de você
falei que não ia chorar chorei
que não ia te procurar procurei
falei que não ligar mais liguei
na sua ausência sem quere seu nome chamei
tudo que eu tinha pra falar já falei
agora só depende de você
inconsolável está meu coração
de graça novamente em tuas mãos
se você pode dizer sim
pra que quer vai dizer não
ainda há tempo pra recomeçar
o nosso amor tem muitos mais pra dar
pra que ficar na solidão
se a gente pode se amar
a gente vai se amar","forró"
"81700","isso aqui tá bom demais","mastruz com leite","forro","olha  que isso aqui tá muito bom
isso aqui tá bom demais
olha  quem tá fora quer entrar
mas quem tá dentro não sai
pois é
olha  que isso aqui tá muito bom
isso aqui tá bom demais
olha  quem tá fora quer entrar
mas quem tá dentro não sai
vou me perder  me afogar no teu amor
vou disputar  me lambuzar nesse calor
te agarrar pra descontar minha paixão
aproveitar o gosto dessa animação
olha  que isso aqui tá muito bom
isso aqui tá bom demais
olha  quem tá fora quer entrar
mas quem tá dentro não sai
pois é
olha  que isso aqui tá muito bom
isso aqui tá bom demais
olha  quem tá fora quer entrar
mas quem tá dentro não sai","forró"
"81701","horóscopo","mastruz com leite","forro","atenção ela_similares ouça aqui o seu horóscopo
áries  você de aries gosta muito de amar
touro  você de touro é tão nome_fem como a flor
gêmeos  você de gêmeos é protetor
câncer  você de câncer é meu amor
leão  se é leão é valente como quer
virgem  se é de virgem não precisa aprender
libra  você de libra só faz favor
escorpião  escorpião fiquei louco de amor
sagitário  sagitário gosta sempre de mandar
capricórnio  capricórnio gosta muito de falar
aquário  se é aquário vale por    
peixe  você de peixe eu quero bem","forró"
"81702","identidade","mastruz com leite","forro","quantas vezes fiquei sem você
procurando um dia te esquecer
pensei que um outro amor fosse encontrar
me afogei num mar de ilusões
e brinquei até com alguns corações
mas nada foi mais forte que você
sei que para amar de novo eu preciso me encontrar
pois a minha identidade se perdeu quando eu te amei
não vou me humilhar de novo te pedindo pra voltar
não fique me culpando  eu admito que errei
refrão 
quero esquecer que te amar foi bom demais
foi culpa do ciúme  eu mereço teu perdão
quem sabe no futuro a gente pode se encontrar
e reparar os erros dessa relação","forró"
"81703","jamais vou te esquecer","mastruz com leite","forro","você falou
pra mim que não quer mais
ficar comigo
pra você agora não sou
mais que um amigo
infelizmente vou ter
que sair da sua vida
encontrar outro lugar
pra esquecer as suas brigas
ei  
infelizmente acabou
aquele nosso grande amor
tento esquecer
mas não consigo
tenho certeza que te amo
tô estudando
outro plano pra tentar fazer
você ficar comigo
refrão
não  tudo bem 
se você não mim quiser não tem problema não
tudo bem
vou arrumar outra pessoa  outro esquema ","forró"
"81704","horizonte do teu corpo","mastruz com leite","forro","abre a tua porta
me deixa entrar
teu corpo é minha casa
deixa eu morar
teu colo é minha cama
a janela teu olhar
teus braços a varanda
pra eu deitar
abre a janela
pro sol entrar
no ceio da montanha
quero sonhar
olhando o horizonte
fico a pensar
minha rede  teus cabelos
pra me balançar
pra me balançar
tua boca sacia minha sede
do teus beijos quero me alimentar
sentir com tuas mãos toda a pele
sorrir com teu sorriso
com teus olhos te olhar  te olhar
viajo pelas linhas
da tua mão
mergulho no oceano
do teu coração
me envolvo nessa brisa
do teu respirar
teus sonhos um convite
pra eu te amar
ô    pra eu te amar
te amar
te amar
te amar
te amar
tua boca sacia minha sede
do teus beijos quero me alimentar
sentir com tuas mãos toda a pele
sorrir com teu sorriso
com teus olhos te olhar  te olhar
te olhar
viajo pelas linhas
da tua mão
mergulho no oceano
do teu coração
me envolvo nessa brisa
do teu respirar
teus sonhos um convite
pra eu te amar
ô    pra eu te amar
te amar
te amar
te amar
te amar
tua boca sacia minha sede
do teus beijos quero me alimentar
sentir com tuas mãos toda a pele
sorrir com teu sorriso
com teus olhos te olhar  te olhar
te olhar","forró"
"81705","hora da verdade","mastruz com leite","forro","descobri o quanto era importante para mim 
depois que te perdi 
a hora da verdade chega sempre assim 
foi o que eu vi 
no inicio achei normal 
minha liberdade era essencial 
achei que logo eu iria te esquecer 
me aventurei conheçi novas pessoas 
me diverti  ate curti numa boa 
mas sempre vinha um vazio 
e quantas vezes me pegava procurando por voce 
e a hora da verdade é cruel 
a gente deixa de ser atriz  perde o papel 
a mascara caiu  e me vi chorando por voce
ninguem é igual a você não  não 
ninguem me fez feliz como você 
são detalhes que não da pra esconder 
comparações que a gente não deixa de fazer 
nossos sonhos  os nossos segredos 
nossas neuras e até nossos medos 
nem o tempo vai fazer esquecer 
é uma história escrita por eu e você 
é você que eu amo e não tem jeito 
só agora eu pude ver 
é você que eu amo e tanto quero 
minha vida é com você   x ","forró"
"81706","incosolável","mastruz com leite","forro","faz falta os meus dias sem você me mata
já não quer me atender maltrata
só de pirraça me faz sofrer
perdoa e vamos recomeçar na boa
não fique por ai a tôa
eu gosto tanto de você
falei que não ia chorar
jurei que não ia ter procurar procurei
falei que ia ligar mais liguei
na sua ausência sem querer seu nome chamei
tudo que eu tinha pra falar já falei
agora só depende de você
incosolavél está meu coração
de graça novamente em tuas mãos
se você pode dizer sim
pra que quer vai dizer não
ainda há tempo pra recomeçar
o nosso amor tem muito mai spra dar
pra que ficar na solidão
se a gente pode se amar
a gente vai se amar","forró"
"81707","homem pequeno","mastruz com leite","forro","tamanho não é documento
o que vale é o sentimento
eu não quero ser um homen grande
mas um grande amor
tamanho não é documento
o que vale é o sentimento
eu não quero ser um homen grande
mas um grande amor
dizem por aí que você
é muita areia pro meu caminhão
mas eu dou duas viagens
se for precesi ou não
dizem por aí que você
é muita areia pro meu caminhão
mas eu dou duas viagens
se for precesi ou não
os grandes perfumes
estão sempre nos frascos menores
os menores ele_similares
quando amam são sempre os maiores
os grandes perfumes
estão sempre nos frascos menores
os menores ele_similares
quando amam são sempre os maiores","forró"
"81708","haja ternura","mastruz com leite","forro","não basta me levar pra cama
dizer que me ama  da boca pra fora
quero um amor verdadeiro  um alguém por inteiro 
sentimento pra toda hora   
esse papo de aventura não é mais comigo 
é difícil a procura  mas eu consigo   
uma mor pra valer que não seja só prazer
que haja ternura
quero um amor verdadeiro  um alguém por inteiro 
sentimento pra toda hora   
sei que é diferente  o teu olhar me diz
o meu coração sente que é capaz de me fazer feliz  
um amor pra valer que não seja só prazer
que haja ternura
quero um amor verdadeiro  um alguém por inteiro 
sentimento pra toda hora   
esse papo de aventura não é mais comigo 
é difícil a procura  mas eu consigo   ","forró"
"81709","grão de areia","mastruz com leite","forro","viajo nesse teu olhar  vivo ensaiando coisas pra dizer
mas fogem todas as palavras
eu tremo perco a calma perto de você
ficar assim já não agüento
é mesmo um tormento viver sem você
sou viajante sem bagagem
vou criar coragem para lhe dizer
que sem você eu sou um barco sem ter mar
sou beija flor  sem rosas para beijar
sou como folha seca que o vento leva ao chão
na imensidão da areia sou um pequenino grão
sou uma folha seca que o vento leva ao chão
na imensidão da areia sou um pequenino grão
viajo nesse teu olhar  vivo ensaiando coisas pra dizer
mas fogem todas as palavras
eu tremo perco a calma perto de você   
que sem você eu sou uma luz a se apagar
sou pássaro sem poder voar
sou um poema errado que ninguém quis me ver
sou mesmo um grão de areia na praia a se perder
sou um poema errado que ninguém quis me ver
sou mesmo um grão de areia na praia a se perder","forró"
