"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"51094","inigualável paixão","só pra contrariar","pagode","és inigualável na arte de amar
sou tão feliz que até posso afirmar
jamais vivi um amor assim fez renascer
de dentro de mim um sentimento que eu sepultei
por desamor sofri confesso que chorei
foi bom surgir você pra reabrir o meu coração e me
induzir de novo a paixão e outra vez me fazer sorrir
a solidão se afastou enfim tudo que eu quero é ir mais
além pois encontrei o amor com a vida estou de bem  que a lua  
que a lua venha nos iluminar e o sol para nos aquecer pois quando a
brisa da manha chegar irá fortalecer ainda mais a união vou sonhar então","pagode"
"51095","graças ao teu coração","só pra contrariar","pagode","juro meu bem que amei te encontrar
rezei pra não ser simples paquera
uma aventura  uma jogada
um lance que passou
foi bom que rolou tudo legal
tão lindo os seus olhos brilhavam  falavam
afirmavam que também se apaixonou
não é uma boa  desentoa
entrar numa furada
me livrei
não foi á toa  foi uma boa
te dar uma cantada
te ganhei
agora posso seguir a viagem
com destino a felicidade
a gente se amar é um sonho
que sempre sonhei
não vou mais chorar  por você
nem cair na asneira da ilusão
pra sempre em teus braços me joguei
me tornei bem feliz
graças ao teu coração
by diogo t  do carmo","pagode"
"51096","indecisa","só pra contrariar","pagode","você sente bater mais forte o coração
mesmo sem intenção
vai se apaixonando
a cabeça já não sabe o que pensar
maldita indecisão
que não te deixa amar
é normal resistir
é o medo de sofrer de novo
olha pra mim
dá pra ver que eu já sentí a dor
de uma desilusão
vem  entrega pra mim
teu sonho  teu beijo
vem dizer que sim
 indecisa 
vem  dar vida  prazer 
curtir o desejo
eu amo você
e essa eterna dúvida de ser ou não ser
apostar no amor
ganhar ou perder
já não sei se sou perfeito pra você
mas deixa eu tentar
deixa eu te querer
vem  entrega pra mim
teu sonho  teu beijo
vem dizer que sim
 indecisa 
vem  dar vida  prazer 
curtir o desejo
eu amo você
não jogue fora esse momento
tua desculpa não tem fundamento
escuta o sentimento
vem  entrega pra mim
teu sonho  teu beijo
vem dizer que sim
 indecisa 
vem  dar vida  prazer 
curtir o desejo
eu amo você","pagode"
"51097","forró no escuro","só pra contrariar","pagode","o candeeiro se apagou
o sanfoneiro cochilou
a sanfona não parou
e o forró continuou
ô  meu amor  não vá se embora  não vá se embora
fique mais um bocadinho  um bocadinho
se você for seu nego chora  seu nego chora
vamos dançar mais um tiquinho  mais um tiquinho
quando eu entro numa farra
eu não quero sair mais não
eu vou até quebrar a barra
e pegar o sol com a mão ","pagode"
"51098","go back","só pra contrariar","pagode","você me chama
eu quero ir pro cinema
você reclama
meu coração não contenta
você me ama
mas de repente a madrugada mudou
e certamente
aquele trem já passou
e se passou passou daqui pra melhor  foi 
refrão 
só quero saber do que pode dar certo
não tenho tempo a perder
só quero saber do que pode dar certo
não tenho tempo a perder
você me chama
eu quero ir pro cinema
você reclama
meu coração não contenta
você me ama
mas de repente a madrugada mudou
e certamente
aquele trem já passou
e se passou passou daqui pra melhor  foi 
 refrão  x 
não é o meu país
é uma sombra que pende concreta
do meu nariz em linha reta
não é minha cidade
é um sistema que invento
me transforma
e que acrescento
à minha idade
nem é o nosso amor
é a memória que suja
a história
que enferruja o que passou 
não é você
nem sou mais eu
adeus meu bem
 adeus adeus 
você mudou
mudei também
adeus amor
adeus e vem
 refrão  x ","pagode"
"51099","menina mulher","só pra contrariar","pagode","olhando agora pra você não imaginaria
que o passar do tempo fosse um dia
fazer da menina uma mulher
desapercebido  não notei que a flor se abria
flor menina  hoje tão felina
linda felina  linda que quer
me dar todo o amor que sempre escondeu no peito
foi surpresa  fiquei tão sem jeito
eu que não via nem o seu olhar
que sonhava um dia quem sabe me amar
que sonhava um dia quem sabe me amar
você que se guardou pra mim num sentimento
se fez mulher
pra que eu te olhasse  enfim em um momento qualquer
me fez despertar
ver o seu sonho escondido e agora  então
te dou meu coração
vou me entregar
ser dessa paixão","pagode"
"51100","fique comigo","só pra contrariar","pagode","hoje estou tão triste  tão sozinho
estou tão carente  preciso de carinho
mas estou cansado de implorar o teu amor
a paixão nasceu no meu peito
não mereço tanta dor
se você voltar pra mim
vai ser tão bom pra nós dois
o que pode fazer hoje
nunca deixe pra depois
fique comigo
eu te peço  por favor
não me abondone
não mereço tanta dor
se você voltar pra mim
vou ser o homem mais feliz
se hoje sofro  você chora
isso foi você quem quis
estou doido pra sentir
teu corpo quente
te apertar em meus baços
tudo vai ser diferente ","pagode"
"51101","final feliz","só pra contrariar","pagode","só pra contrariar   caetano veloso   final feliz
chega de fingir
eu não tenho nada a esconder
agora é pra valer  haja o que houver
não to nem aí
eu não to aqui pro que dizem
eu quero é ser feliz  e viver pra ti
pode me abraçar sem medo
pode encostar tua mão na minha
meu amor 
deixa o tempo se arrastar sem fim
meu amor 
não há mal nenhum gostar assim
oh  meu bem 
acredite no final feliz   
meu amor    meu amor   
chega de fingir
eu não tenho nada a esconder
agora é pra valer  haja o que houver
não to nem aí
eu não to aqui pro que dizem
eu quero é ser feliz  e viver pra ti
pode me abraçar sem medo
pode encostar tua mão na minha
meu amor 
deixa o tempo se arrastar sem fim
meu amor 
não há mal nenhum gostar assim
oh  meu bem 
acredite no final feliz   
meu amor    meu amor   
pode me abraçar sem medo
pode encostar sua mão na minha
meu amor 
deixa o tempo se arrastar sem fim
meu amor 
não há mal nenhum gostar assim
oh  meu bem 
acredite no final feliz   
meu amor    meu amor   ","pagode"
"51102","goiabada e queijo","só pra contrariar","pagode","nosso amor é assim gostosinho feito goiabada e queijo
chega mais que calor to afim me agarra da um beijo
noite do prazer vai ter pegação só eu e você na ostentação
te desejo emoção de prazer e tudo que for preciso
quero mais muito mais me molhar desfrutar do paraíso
desliga o celular se liga na paixão
vamos namorar segura minha mão
cola aqui comigo e não desgruda mais
esse amor gostoso só a gente faz
fala no meu ouvido que me quer fala que me quer
eu faço o que você quiser
toca no meu corpo pra me enlouquecer
to pegando fogo quero te envolver
toma mais um drinque que hoje tem vem que hoje tem
e não vai ter pra ninguém","pagode"
"51103","feito um neném","só pra contrariar","pagode","aonde você está  menina
há tanto tempo que eu não te vejo
tem que aparecer depressa
pra saciar o meu desejo
quero tocar teu corpo lindo
vem logo  minha sedução
o teu amor sempre será bem vindo
dentro do meu coração
não é legal te ver assim
longe de mim me faz sofrer
pra esse mal vem dar um fim
trazer pra mim o teu amor
pôr tanta saudade
no peito que arde
me dá desespero
vem me curar  amor
fazer meu colo de seu travesseiro
não vejo a hora de você
dar o ar da graça
e tudo ficar bem
vou delirar  pular  gritar
rir de alegria
feito um neném
menina","pagode"
"51104","fazendo paixão","só pra contrariar","pagode","você tem
a esperença no olhar
a paz no sorriso
sabe fazer o meu corpo
voar até o paraíso
melodias do amor
se improvisa na cama
a letra é o gemido dizendo que ama
eu e você numa canção de amor
vem cá deixa o resto pra lá
vem matar meu desejo
faz outra vez
a emoção é demais
eu preciso de um beijo
sinto o teu coração
apressando a batida
você me apertando
agressiva e atrevida
e o teu prazer
explode no refrão
depois da loucura total
sua respiração
pouco a pouco se acalma
eu te peço perdão
violento demais
quase que te arranhei
você abre os olhos
e diz coisas do coração
nosso corpo é um só
uma sensação
outros fazem amor
nós fazemos paixão
by diogo t  do carmo","pagode"
"51105","temporal + mina de fé","thiaguinho","pagode","faz tempo que a gente não é
aquele mesmo par
faz tempo que o tempo não passa
é só você estar aqui
até parece que adormeceu
o que era noite já amanheceu
cadê aquele nosso amor
naquela noite de verão
agora a chuva é temporal
e todo céu vai desabar
é 
até parece que o amor não deu
que o amor não deu 
até parece que não soube amar
você reclama do meu apogeu
do meu apogeu 
e todo o céu vai desabar
ah ah ah ah ah ah ah 
ai  desabou 
me iludiu 
é 
até parece que o amor não deu
não deu 
até parece que não soube amar
você reclama do meu apogeu
do meu apogeu 
e todo o céu vai desabar
ah ah ah ah ah ah ah 
ai  desabou 
eu era feliz sem saber
êh  êh 
isso me revolta
tudo que eu fiz
foi sem querer
êh  êh 
será que tem volta
eu não dei valor
não me dediquei
ao meu grande amor
como eu vacilei
tô doente de saudade
tanta curtição
tanta liberdade
quanta azaração
quanta falsidade
tô doente de saudade
eu aprendi
não vale nada
noite  farra  madrugada
eu prometi não te magoar
pode confiar
foi preciso perder
prá aprender a valorizar
a mina de fé  a mina de fé
eu preciso entender
não se deve largar jamais
a mina de fé  a mina de fé","pagode"
"51106","tá faltando o quê?","thiaguinho","pagode","eu já te dei a lua  já cantei na rua
eu já pintei o azul do céu só pra você
eu já te mandei flores de todas as cores
já pedi ao sol pro seu dia aquecer
meu violão manhoso já fez serenata
na sua janela em forma de oração
até papai do céu feliz já me deu asas
e me fez pousar bem no seu coração
tá faltando o que pra gente ser feliz 
pra sempre  em paz
vou te merecer
te dar amor  prazer e muito mais","pagode"
"51107","súbita paixão","thiaguinho","pagode","se um dia você estiver só
em meio à multidão
não fique triste  nem se desespere
pois tenha calma  por favor espere
que não demora  não demora não
essa saudade dentro do meu peito
tento esquecer mas sei que não tem jeito
meu canto chora
e será que é amor
ou uma mera paixão
só sei que tua ausência pra mim é solidão
o que sinto agora
o meu coração implora
já me leva a te procurar
e levar o meu recado meu bem
que é tão gostoso também poder te amar
o que sinto agora
o meu coração implora
já me leva a te procurar
e levar o meu recado meu bem
que é tão gostoso também poder te amar
poder te amar   
e será que é amor
ou uma mera paixão
só sei que tua ausência pra mim é solidão
o que sinto agora
o meu coração implora
já me leva a te procurar
e levar o meu recado meu bem
que é tão gostoso também poder te amar
o que sinto agora
o meu coração implora
já me leva a te procurar
e levar o meu recado meu bem
que é tão gostoso também poder te amar
poder te amar   
poder te amar   ","pagode"
"51108","tá rindo de quê?","thiaguinho","pagode"," rodriguinho 
quero te contar 
que encontrei sua garota numa atitude que eu nem consigo descrever 
ela estava acompanhada com um cara que eu nunca vi
e o thiago pode contar pra você  
 thiaguinho 
era sim  é complicado 
mas como somos amigos 
minha obrigação é te contar 
o que você vai fazer  o que vai acontecer  eu não quero nem sonhar 
 cupim na mesa 
se foi ontem  tenho ideia
sei que ela estava com a familia reunida numa festa ou num jantar 
eu confio nela
não acredito que por uma aventura  nessa altura ela iria me trocar 
eu sei que vocês são meus amigos 
que só querem o meu bem  por isso que eu vou escutar 
sei que não são de inventar 
não querem me ver chorar  nem ninguém me enganar
 rodriguinho   thiaguinho 
 r  tudo bem negrão  eu vi sua garota com outro rapaz
 t  de mãos dadas negrão  a cena que eu vi pra mim ja era de mais 
 cupim na mesa  rodriguinho   thiaguinho 
 c  ele era alto 
 r  ele era sim 
 c  moletom vermelho  
 t  eu acho que sim 
 c  cabeça raspada  
 r  ele tinha sim  
 c  é o mesmo cara que ela apresentou pra mim  
 r   sê  ta rindo de que   não é mintira não  
 t  eu falei pra você  não conta pra ele não
 c  eu to rindo porque eu conheço esse cara ai 
é o irmão mais velho dela que ela gosta de sair 
 r  como eu ia saber se ele era irmão 
 t  eu não quiz nem saber  descupa ai então  
 c  tudo bem  vocês são meus amigos isso eu ja sei 
e confio muito na garota que eu me apaixonei ","pagode"
"51109","sou o cara pra você","thiaguinho","pagode","toda vez que te vejo eu te quero mais  mais  mais
larga logo esse cara que ele não te satisfaz mais
eu não sei por que você fica se enganando assim
vê se para e repara que você nasceu pra mim 
ele anda dizendo por aí que você engordou 
a rapaziada disse que ele até te apelidou 
agora me diz se é isso que você sonhou 
ser tratada como baga e eu aqui cheio de amor
volta então pra mim  sei os seus defeitos
quero mesmo assim  pra mim tá perfeito
o que foi fazer  se arriscar pra quê 
só olhar pra ele que você vai perceber
ele não te ama como eu  te quer mais do que eu
duvido que ele faz amor gostoso como eu
o seu tempo tá no fim  é melhor você se decidir
tem uma novinha atrás de mim
ê ê ê ê ê ê eu sou o cara pra você
ê ê ê ê ê ê eu só você que não quer ver
ê ê ê ê ê ê eu sou o cara pra você
ê ê ê ê ê ê eu melhor que eu não vai ter
toda vez que te vejo eu te quero mais  mais  mais
larga logo esse cara que ele não te satisfaz mais
eu não sei por que você fica se enganando assim
vê se para e repara que você nasceu pra mim 
ele anda dizendo por aí que você engordou 
a rapaziada disse que ele até te apelidou 
agora me diz se é isso que você sonhou 
ser tratada como baga e eu aqui cheio de amor
volta então pra mim  sei os seus defeitos
quero mesmo assim  pra mim tá perfeito
o que foi fazer  se arriscar pra quê 
só olhar pra ele que você vai perceber
ele não te ama como eu  te quer mais do que eu
duvido que ele faz amor gostoso como eu
o seu tempo tá no fim  é melhor você se decidir
tem uma novinha atrás de mim
ê ê ê ê ê ê eu sou o cara pra você
ê ê ê ê ê ê eu só você que não quer ver
ê ê ê ê ê ê eu sou o cara pra você
ê ê ê ê ê ê eu melhor que eu não vai ter","pagode"
"51110","só vem","thiaguinho","pagode","eu não sei te dizer o que você tem
eu só sei que você me faz tão bem
já rodei  procurei
igual não tem
só vem  só vem
eu não sei te dizer o que mudou
foi te ver  bang bang
bateu  rolou
tá na cara que você quer também
só vem  só vem
pode chegar
você lembra bem
da pegada
se não lembra ok
bora lembrar
se prepara
já vou avisando que eu melhorei
tô pra você
você vai ver
eu vou fazer você querer
só pra você ê ê ê eu","pagode"
"51111","tampa da panela","thiaguinho","pagode","quando te acordo com beijo na boca
e preparo o café da manhã
é um sinal de que a noite foi boa
e brincamos até clarear
tudo com amor e carinho
daquele jeitinho que você sonhou
eu vou provar pra você  pro seu pai
e pra sua mãe que você acertou
bom  que você me atura no banho gritando
e me achando o cantor
tênis jogado e toalha molhada na cama
 tá bom  eu já vou 
acostumado com a sua demora de sempre pra se arrumar
troca de roupa mil vezes
pergunta se eu gosto
e pra que perguntar 
pra não usar   
ué  fazer o que se a gente se completa iáiáiá
ué  fazer o que é a tampa da panela iáiáiá
acho que foi o meu jeito largado
que fez você se apaixonar
aceito todas as suas manias
você não precisa mudar","pagode"
"51112","só hoje","thiaguinho","pagode","hoje eu preciso te encontrar de qualquer jeito
nem que seja só pra te levar pra casa
depois de um dia normal
olhar teus olhos de promessas fáceis
e te beijar a boca de um jeito que te faça rir
que te faça rir
hoje eu preciso te abraçar
sentir teu cheiro de roupa limpa
pra esquecer os meus anseios e dormir em paz
hoje eu preciso ouvir qualquer palavra tua
qualquer frase exagerada que me faça sentir alegria
em estar vivo
hoje eu preciso tomar um café  ouvindo você suspirar
me dizendo que eu sou o causador da tua insônia
que eu faço tudo errado sempre  sempre
hoje preciso de você
com qualquer humor  com qualquer sorriso
hoje só tua presença
vai me deixar feliz
só hoje","pagode"
"51113","só de sacanagem","thiaguinho","pagode","só de sacanagem  vou dar um rolé
vou ligar pra   rapa    vou ver o que pega e vou meter o pé
tá de sacanagem  eu já te falei
fica tranquila  de boa  que a minha responsa eu sei
só de sacanagem  vou dar um rolé  vou dar um rolé 
vou ligar pra   rapa    vou ver o que pega e vou meter o pé
 ah  eu vou mesmo 
tá de sacanagem  eu já te falei  eu já te falei 
fica tranquila  de boa  que a minha responsa eu sei
se eu fico em casa você fica nessa
se eu vou tomar um gelo fala à   beça  
um futebol então tu já estressa
deixa eu viver pelo amor de deus 
nunca tá bom  sempre quer mais
o que fazer  eu não sei mais
acho melhor você rever  pra não dar ruim e me perder
me perder  me perder   
sabe que eu não sou de sacanagem
que eu faço tudo pra te ver
meus amigos só na madrugada
todo dia na balada e eu em casa com você
sabe que eu te amo de verdade
e que nunca vou te magoar
mas hoje eu vou pro pagode  amor
nem adianta chorar 
sabe que eu não sou de sacanagem
que eu faço tudo pra te ver
meus amigos só na madrugada
todo dia na balada e eu em casa com você  quietinho 
sabe que eu te amo de verdade
e que nunca vou te magoar
mas hoje eu vou pro pagode  amor
nem adianta chorar 
só de sacanagem  vou dar um rolé
vou ligar pra   rapa    vou ver o que pega e vou meter o pé
 eu vou 
tá de sacanagem  eu já te falei  já te falei 
fica tranquila  de boa  que a minha responsa eu sei
se eu fico em casa você fica nessa
se eu vou tomar um gelo fala à   beça  
um futebol então tu já estressa
deixa eu viver pelo amor de deus 
nunca tá bom  sempre quer mais
o que fazer  eu não sei mais
acho melhor você rever  pra não dar ruim e me perder
me perder  me perder   
sabe que eu não sou de sacanagem
que eu faço tudo pra te ver
meus amigos só na madrugada
todo dia na balada e eu em casa com você
 tá certo isso  
sabe que eu te amo de verdade
e que nunca vou te magoar
mas hoje eu vou pro pagode  amor
nem adianta chorar 
sabe que eu não sou de sacanagem
que eu faço tudo pra te ver
 chora em casa 
meus amigos só na madrugada
todo dia na balada e eu em casa com você  quietinho 
sabe que eu te amo de verdade
e que nunca vou te magoar
mas hoje eu vou pro pagode  amor
nem adianta chorar 
e vou chegar com o astro rei tá
tá bom  eu levo o pão","pagode"
"51114","simples desejo","thiaguinho","pagode","que tal abrir a porta do dia
entrar sem pedir licença
sem parar pra pensar 
pensar em nada   
legal ficar sorrindo à toa  toa
sorrir pra qualquer pessoa
andar sem rumo na rua
pra viver e pra ver
não é preciso muito não
atenção  a lição
está em cada gesto
tá no mar  tá no ar
no brilho dos seus olhos
eu não quero tudo de uma vez
eu só tenho um simples desejo
hoje eu só quero que o dia termine bem
hoje eu só quero que o dia termine bem   x 
que tal abrir a porta do dia
entrar sem pedir licença
sem parar pra pensar 
pensar em nada   
legal ficar sorrindo à toa  toa
sorrir pra qualquer pessoa
andar sem rumo na rua
pra viver e pra ver
não é preciso muito não
atenção  a lição
está em cada gesto
tá no mar  tá no ar
no brilho dos seus olhos
eu não quero tudo de uma vez
eu só tenho um simples desejo
hoje eu só quero que o dia termine bem
hoje eu só quero que o dia termine bem   x ","pagode"
"51115","sexta-feira","thiaguinho","pagode","sexta feira à noite quem quiser me ver
tem que ser da noite
porque a noite é uma criança
a gente fica na balada
até o dia amanhecer
a gente curte a madrugada
faz o que quiser fazer  oh oh 
bota a melhor beca
muda o visual
pra curtir um samba de responsa
tem que ta legal
ligado na parada até o dia amanhecer
a gente curte a madrugada
faz o que quiser fazer
eu tô no baile
eu tô na pista
tô na ronda
é muita gata
é muita treta
é muita onda
até parece fevereiro
mas ainda não é carnaval  oh oh 
a gente beija
a gente fica
a gente rala
eu tô na boca do balão
a gente abala
se não tem nada a gente inventa
a gente tenta levantar o astral
a vida é pra viver
o mundo é pra curtir
nem tudo é papo sério
a gente tem que relaxar
tem que ter lazer
tem que ter prazer
tem que liberar  liberar  liberar","pagode"
"51116","sem vergonha","thiaguinho","pagode","eu não sei porque estou aqui
se você já me mandou partir
eu não tenho vergonha não
na minha cara  vergonha não
você gosta de me ver chorar
faz de tudo pra me magoar
mas eu não tenho vergonha não
na minha cara  vergonha não
todo mundo diz para eu acordar
nem eu mesmo consigo entender
mas eu não vou deixar de sonhar
que um dia consigo você
mas não resta duvidas no ar
e eu nem faço questão de esconder
mas eu não tenho vergonha não
na minha cara  vergonha não
eu sou louco pra te ter pra mim
nem que for pra eu te dividir
eu não tenho vergonha não
na minha cara vergonha não
pretinho  abre o olho
deixa essa mina pra lá
ela não te merece
na moral  manda ela andar
você é mó presença
pega a mina que quiser
tá perdendo seu tempo indo atrás dessa mulher
ela te dá atenção  não
te dá carinho  não
te dá o que  irmão 
se liga então
esquece ela de vez
olha o tanto de mina só esperando a sua vez
quem quer  quem quer 
quem quer o pretinho grita aí 
eu não tenho vergonha não
na minha cara  vergonha não
todo mundo diz para eu acordar
nem eu mesmo consigo entender
mas eu não vou deixar de sonhar
que um dia consigo você
mas não resta duvidas no ar
eu nem faço questão de esconder
eu não tenho vergonha não
na minha cara  vergonha não
eu sou louco pra te ter pra mim
nem que for pra eu te dividir
eu não tenho vergonha não
na minha cara vergonha não","pagode"
"51117","sem você a vida é tão sem graça","thiaguinho","pagode","me diz o que aconteceu    
era pra ser diferente
nós dois  sem dor
e em paz
foi bom  me fez por merecer
ah  que saudade da gente
tempo volta atrás 
se quer saber    se quer saber
a solução bate aqui dentro
desse peito meu
aonde mora toda a imensidão do amor
se quer saber
a gente ainda pode ser muito feliz  feliz
mais um dia nasceu e eu vi   
que amanheceu   
sem você a vida é tão sem graça
sem você a vida é tão sem graça
e o meu coração   
já percebeu   
e não quer saber mais de nada
eu não quero saber mais de nada
eu não quero saber mais de nada
se for sem você   
me diz o que aconteceu   
era pra ser diferente
nós dois  sem dor
e em paz
foi bom  me fez por merecer
ah  que saudade da gente
tempo volta atrás 
se quer saber    se quer saber
a solução bate aqui dentro
desse peito meu
aonde mora toda a imensidão do amor
se quer saber
a gente ainda pode ser muito feliz  feliz
mais um dia nasceu e eu vi   
que amanheceu   
sem você a vida é tão sem graça
sem você a vida é tão sem graça
e o meu coração   
já percebeu   
e não quer saber mais de nada
eu não quero saber mais de nada
eu não quero saber mais de nada
se for sem você   
amanheceu
sem você a vida é tão sem graça
sem você a vida é tão sem graça
e o meu coração   
já percebeu   
e não quer saber mais de nada
eu não quero saber mais de nada  não
eu não quero saber mais de nada  não
se for sem você   
amanheceu
sem você a vida é tão sem graça
sem você a vida é tão sem graça
e o meu coração   
já percebeu   
e não quer saber mais de nada
eu não quero saber mais de nada
eu não quero saber mais de nada
se for sem você   ","pagode"
"51118","sina / eva","thiaguinho","pagode","pai e mãe  ouro de mina
coração  desejo e sina
tudo mais  pura rotina  jazz
tocarei seu nome pra poder falar de amor
minha princesa  art nouveau
da natureza  tudo o mais
pura beleza  jazz
a luz de um grande prazer é irremediável neon
quando o grito do prazer açoitar o ar  reveillon
o luar  estrela do mar
o sol e o dom  quiçá  um dia a fúria
desse front virá lapidar
o sonho até gerar o som
como querer caetanear o que há de bom
meu amor
olha só
hoje o sol não apareceu
é o fim
da aventura humana na terra
meu planeta adeus
fugiremos nós dois na arca de noé
mas olha bem  meu amor
o final da odisseia terrestre
sou adão e você será
minha pequena eva  eva 
o nosso amor na última astronave  eva 
além do infinito eu vou voar
sozinho com você
e voando bem alto  eva 
me abraça pelo espaço de um instante  eva 
me cobre com teu corpo e me dá
a força pra viver
e pelo espaço de um instante
afinal  não há nada mais
que o céu azul
pra gente voar
sobre o rio beirute ou madagascar
toda a terra
reduzida a nada
nada mais
minha vida é um flash
de controles  botões anti atômicos
mas olha bem  meu amor
no final da odisséia terrestre
eu sou adão e você será
minha pequena eva  eva 
o nosso amor na última astronave  eva 
além do infinito eu vou voar
sozinho com você
e voando bem alto  eva 
me abraça pelo espaço de um instante  eva 
me cobre com teu corpo e me dá
a força pra viver
a força pra viver","pagode"
"51119","seja bem-vinda","thiaguinho","pagode","tá tudo bem já pode entrar é a nossa sala
já não tem mais nada fora do lugar  eu arrumei
e preparei nosso jantar para te impressionar
essa noite que eu quero olhar para trás e relembrar
de hoje em diante é     em mim
eu quero que arrume sua mala e more aqui
de hoje em diante é sem se despedir
não precisa pensar em nada  só diga sim
eu quero você em tudo  em tudo  em tudo que eu fizer
eu quero você em tudo  em tudo  em tudo que há em mim
demorou pra gente se juntar
demorou para vir cuidar de mim
demorou para você aceitar
demorou para eu te assumir
seja bem vinda  a casa é sua e o coração também
coisa mais linda fica tranquila
que agora tá tudo bem
seja bem vinda  a casa é sua e o coração também
coisa mais linda fica tranquila
que agora tá tudo bem","pagode"
"51120","será que é amor","thiaguinho","pagode","todo dia me pego te olhando
o teu beijo fico imaginando
será que é amor 
sei de cor teus detalhes  teu jeito
teu esmalte  a cor do teu cabelo
será que é amor 
tô me perguntando se é verdade
o que é esse estranho sentimento
será que essa nossa amizade já virou paixão
será que ela também sente o mesmo
se sente o gosto do desejo
então não há razão
pra tentar fugir
querer mentir pro coração
vou falar pra ela
que eu só penso nela
vou me declarar em um jantar a luz de velas
sem medo de dizer
que eu quero me entregar pra você
chega de juízo
ter você bem perto do meu corpo é o que eu preciso
então vem
sem medo de dizer
que eu quero me entregar pra você
vou falar pra ela
que eu só penso nela
vou me declarar em um jantar a luz de velas
sem medo de dizer
que eu quero me entregar pra você
chega de juízo
ter você bem perto do meu corpo é o que eu preciso
então vem
sem medo de dizer
que eu quero me entregar pra você
 que eu quero me entregar    
todo dia me pego te olhando
o teu beijo fico imaginando
será que é amor 
sei de cor teus detalhes  teu jeito
teu esmalte  a cor do teu cabelo
será que é amor 
tô me perguntando se é verdade
o que é esse estranho sentimento
será que essa nossa amizade já virou paixão
será que ela também sente o mesmo
se sente o gosto do desejo
então não há razão
pra tentar fugir
querer mentir pro coração
vou falar pra ela
que eu só penso nela
 penso nela    
vou me declarar em um jantar a luz de velas
sem medo de dizer
que eu quero me entregar pra você
chega de juízo
ter você bem perto do meu corpo é o que eu preciso
então vem
sem medo de dizer
que eu quero me entregar pra você
vou falar pra ela
que eu só penso nela
 eu só penso nela    
vou me declarar em um jantar a luz de velas
sem medo de dizer
que eu quero me entregar pra você
chega de juízo
ter você bem perto do meu corpo é o que eu preciso
então vem
sem medo de dizer
que eu quero me entregar
que eu quero me entregar pra você
me entregar pra você  ","pagode"
"51121","robin hood da paixão","thiaguinho","pagode","elas dizem que sou galinha 
que ando fora da linha
que a minha praia é a gandaia
que eu tenho cara de safado  mulherengo assanhado
viciado num rabo de saia
depois me procuram 
me chamam de amor
me pedem carinho 
e é claro que eu dou
meninas tenham calma 
que eu não sou de ninguém
tem lugar pra todas
no meu harém
deve ser o mel
que a mamãe me passou
deve ser o céu
que elas pedem  eu dou
no amor eu tenho dom
em cada flecha um coração
eu sou o robin hood da paixão   x 
elas dizem que sou galinha 
que ando fora da linha
que a minha praia é a gandaia
que eu tenho cara de safado  mulherengo  assanhado
viciado num rabo de saia
depois me procuram 
me chamam de amor
me pedem carinho 
e é claro que eu dou
meninas tenham calma 
que eu não sou de ninguém
tem lugar pra todas
no meu harém
deve ser o mel
que a mamãe me passou
deve ser o céu
que elas pedem  eu dou
pro amor eu tenho dom
em cada flecha um coração
eu sou o robin hood da paixão   x 
eu sou o robin hood da paixão   x ","pagode"
"51122","sacode","thiaguinho","pagode","tá na hora de crescer
vai ter que me dizer
amor ou só prazer 
a escolha é sua
para ou continua 
e aí 
não tem mais moleque aqui
é bom se decidir
e se quiser curtir
a escolha é sua
para ou continua 
e aí 
sei que tem sempre alguém pra qualquer parada
mas ninguém faz tão bem a nossa pegada
é sacanagem  é fogo alto
fica a vontade
faz o que quiser fazer
toda madrugada vai lembrar do meu sacode
vai ser ruim de me esquecer
toda madrugada vai lembrar do meu sacode","pagode"
"51123","recado a minha amada / farol das estrelas","thiaguinho","pagode","lua vai
iluminar os pensamentos dela
fala pra ela
que sem ela eu não vivo
viver sem ela
é o meu pior castigo
vá dizer
que se ela for
eu vou sentir saudades
dos velhos tempos
que a felicidade
reinava em nossos pensamentos  lua
lua vai   lua vai  
iluminar os pensamentos dela
fala pra ela
que sem ela eu não vivo
viver sem ela
é o meu pior castigo
 vá dizer  
vá dizer 
que se ela for
eu vou sentir saudades
dos velhos tempos
que a felicidade
reinava em nossos pensamentos  lua
lua vá dizer
que a minha paz
depende da vontade
e da bondade vinda dessa moça
em perdoar meus sentimentos  lua
ora vá dizer
que ela sem mim
não tem felicidade
que preto igual
não há pela cidade
mande um recado
a minha amada
lua vai 
lua vai   lua vai  
iluminar os pensamentos dela
 fala pra ela  
fala pra ela
que sem ela eu não vivo
 dererererê  
viver sem ela
é o meu pior castigo
 vá dizer  
vá dizer 
que se ela for
eu vou sentir saudades
dos velhos tempos
que a felicidade
reinava em nossos pensamentos  lua
os teus olhos refletem nos meus o farol das estrelas
te procuro no azul dos meus sonhos para não perdê la
nossa cama é um porto de amor
onde espero feliz pra revê la
toda linda e cheia de luz
no teu corpo de estrela
é tão bonito o amor que a gente faz
tem tanta cor  tem tanta paz
nos braços da estrela cadente  como adolescente eu me dei
se o brilho da nossa verdade
durar para a eternidade
a estrela da felicidade encontrei
a primeira vez que eu te beijei
no céu da cidade de neon
pulei nos teus braços  me joguei
voei  voei
voei de prazer no céu de anil
contigo ao meu lado eu vou voar
em qualquer lugar desse brasil
te amar  te amar
os teus olhos refletem nos meus o farol das estrelas","pagode"
