"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"124416","preservê (com gaab & ah! mr. dan)","rodriguinho","romântico; pagode; samba","ela é da minha rua
ela é estilosa
da quebrada é a mais gostosa
ela tá na frente de toda mulher
e ela joga sabendo o que quer

quando tá afim já liga pra mim
louca pra me dar um pouco de carinho
já que eu to sozinho eu digo que sim
pode vim pra cá

ela vem sabendo a realidade
ela sabe que eu chego e chego de verdade
ela sabe o que faz e sabe muito bem
ela não quer saber de nota de cem

se trocando manda foto no whatsapp
quando tá pelada logo lança um face time
eu já me preparo e separo o preserve
tá na guerra então vai morrer

um  ela faz ate em jejum
dois  ela faz agora e faz depois
três  pede pra por tudo de uma vez
quatro  melhor posição é disparado

cinco  mete logo a boca no meu cinto
seis  faz muito melhor do que minha ex
sete  antes de fazer pago um  hey
oito  bota pra fuder  né

ela é da minha rua
ela é estilosa
da quebrada é a mais gostosa
ela tá na frente de toda mulher
ela joga sabendo o que quer
quando tá afim já liga pra mim
louca pra me dar um pouco de carinho
já que eu to sozinho
eu digo que sim
pode vir pra cá

entra  senta
tudo em câmera lenta
movimenta  yeah
fica à vontade
você sabe que a pegada aqui é forte e te arrebenta

ela é da minha rua
ela é estilosa
da quebrada é a mais gostosa
ela tá na frente de toda mulher
ela joga sabendo o que quer
quando tá afim já liga pra mim
louca pra me dar um pouco de carinho
já que eu to sozinho
eu digo que sim
vem pra cá  vem pra cá","pagode"
"124417","quem é que me faz rir","rodriguinho","romântico; pagode; samba","quem é que me faz rir 
que te faz perder o juízo 
que te deixa assim
confusa  toda sem rumo 
você sabe que igual nós dois não tem no mundo
deixa a pandemia passar
legado fenomenow
é você que eu quero grudada
se for você  eu não uso e sumo
quando você fala
presto atenção em cada segundo
você só encosta  já vira alta tensão
não dá pra dizer não
é impossível resistir
e assim é tão difícil eu não me apaixonar
e assim é tão difícil eu não me entregar
já pode parar de duvidar
sou eu e nem precisa perguntar
quem é que me faz rir 
que me faz perder o juízo 
que me deixa assim
confusa  toda sem rumo 
você sabe que igual nós dois não tem no mundo
deixa a pandemia passar
eu vou te fazer rir  te fazer perder o juízo
te deixar assim  confusa  toda sem rumo
você sabe que igual nós dois não tem mundo
nunca mais te deixo escapar
é você que eu quero grudada
se for você  eu não uso e sumo
quando você fala
presto atenção em cada segundo
você só encosta  já vira alta tensão
não dá pra dizer não
é impossível resistir
assim é tão difícil eu não me apaixonar
assim é tão difícil eu não me entregar
já pode parar de duvidar
sou eu e nem precisa perguntar
quem é que me faz rir 
que me faz perder o juízo 
que te deixa assim
confuso  todo sem rumo 
você sabe que igual nós dois não tem no mundo
deixa a pandemia passar
que eu vou te fazer rir  te fazer perder o juízo
te deixar assim  confusa  toda sem rumo
você sabe que igual nós dois não tem mundo
nunca mais te deixo escapar
eu vou te fazer rir  te fazer perder o juízo
te deixar assim  confusa  toda sem rumo
você sabe que igual nós dois não tem mundo
nunca mais te deixo escapar","pagode"
"124418","rabo de olho","rodriguinho","romântico; pagode; samba","você se diz segura
mas de rabo de olho tá investigando a tela do meu celular
você se diz madura
mas vire e mexe vive inventando coisas pra gente brigar

não vê que tá jogando fora
nosso tempo e agora volta aqui
para de bobeira
agindo com ignorância
dando importância a coisas passageiras

e desse jeito a vida passa e passa tão depressa
e quando uma briga acaba  outra já começa

quando se tocar  você vai entender
que eu era tudo que você quis
quando se ligar  você já perdeu
e acabou seu tempo  já passou do tempo de voltar atrás

quando se tocar  você vai entender
que eu era tudo que você quis
quando se ligar  você já perdeu
e nosso sentimento  era só momento
não existe mais  nunca mais
nunca mais

você se diz segura
mas de rabo de olho tá investigando a tela do meu celular
você se diz madura
mas vire e mexe vive inventando coisas pra gente brigar

não vê que tá jogando fora
nosso tempo e agora volta aqui
para de bobeira
agindo com ignorância
dando importância a coisas passageiras

e desse jeito a vida passa e passa tão depressa  passa tão depressa 
e quando uma briga acaba  outra já começa

quando se tocar  você vai entender
que eu era tudo que você quis
quando se ligar  você já perdeu
e acabou seu tempo  já passou do tempo de voltar atrás

quando se tocar  você vai entender
que eu era tudo que você quis
quando se ligar  você já perdeu
e nosso sentimento  era só momento
não existe mais

quando se tocar  você vai entender
que eu era tudo que você quis
quando se ligar  você já perdeu
e acabou seu tempo  já passou do tempo
quando se tocar  você vai entender
que eu era tudo que você quis
quando se ligar  você já perdeu
e nosso sentimento  era só momento
não existe mais
nunca mais

você se diz segura
você se diz madura","pagode"
"124419","sai pra lá (part. thiago martins)","rodriguinho","romântico; pagode; samba","oooo  oooo oooo   

sai sai sai    

porque você me segue agora
disse pra eu sair e não voltar
lembra que me mandou embora
disse pra eu nunca mais te procurar
agora vem aqui  pois se arrependeu
pedindo por favor  que seu amor sou eu
você não se ligou
que eu não ia te esperar aqui pra sempre

 sai pra lá  nunca foi com a minha cara
 sai pra lá  tenho vergonha na cara
 sai pra lá  volto com você não nem pensar
sa  sa  sa  sai      x 

mas quem bate esquece  parece que não viveu
vê se agora cresce  me esquece nos dois já deu
você não me desce  que estresse não vai rolar
já deu o que tinha que dar 

 sai pra lá  nunca foi com a minha cara
 sai pra lá  tenho vergonha na cara
 sai pra lá  volto com você não nem pensar
sa  sa  sa  sai      x 

ah se não me desse adeus eu não ia estar tão bem
fez um favorzão pra mim e hoje eu desencanei
tenho a vida que eu pedi  pedi tanto pra deus
você faz direitin    mas não volto não
quanto tempo eu implorei
você nem ai pra mim que bom que voce não escutou
a fila andou  seu tempo acabou 
o mundo gira tem que aprender
deixou eu ir aguenta 

porque você me segue agora
disse pra eu sair e não voltar
lembra que me mandou embora
disse pra eu nunca mais te procurar
agora vem aqui  pois se arrependeu
pedindo por favor  que seu amor sou eu
você não se ligou
que eu não ia te esperar aqui pra sempre

 sai pra lá  você riu da minha cara
 sai pra lá  tenho vergonha na cara
 sai pra lá  volto com você não nem pensar
sa  sa  sa  sai      x 

mas quem bate esquece  parece que não viveu
vê se agora cresce  me esquece nos dois já deu
você não me desce  que estresse não vai rolar
já deu o que tinha que dar 

 sai pra lá  você riu da minha cara
 sai pra lá  tenho vergonha na cara
 sai pra lá  voltar com você não nem pensar
sa  sa  sa  sai      x 

a quem foi que disse que eu ia te esperar aqui
depois do que eu vi  na boa é cara de pau
segue a sua vida a fila eu já fechei
tá pensando em mim  eu sei bem por que viu que eu to bem
to feliz assim  nem ai ganhando bem mais
eu to curtindo sim não quero você na cola
foi pra valer  é o que tem
amsterdã ","pagode"
"124420","sem ninguém saber / sua vez (medley)","rodriguinho","romântico; pagode; samba","já faz um tempo que é impossível ficar do seu lado
sem imaginar o que pode acontecer
todo respeito  mas agindo assim me deixa fraco
batom  salto alto

eu tinha que dizer

depois daqui  vamos pra algum lugar
sem celular  ninguém pra atrapalhar nós dois
não estou pedindo pra se apaixonar
mas eu sei que você vai gostar

eu preciso de você em mim
você em mim
não diga não
vou lhe provar

eu preciso de você em mim
você em mim
você em mim

sem ninguém saber
o lance é escondido
sem ninguém saber
se perguntar eu minto

que é pra você ver
tudo o que eu mais quero é você aqui comigo

sem ninguém saber
o lance é escondido
sem ninguém saber
se perguntar eu minto

que é pra você ver
tudo o que eu mais quero é você aqui comigo

eu sei de tudo o que você já fez
na intenção de me conquistar
você queria tanto a sua vez
adivinha  acabei de terminar

confesso que sempre me interessei
mas é que eu tinha alguém pra respeitar
eu já sabia que eu e você iria rolar

sempre quando eu passava
você me olhava
daquele jeito  cheio de maldade

mas eu namorava  pra mim não dava e ficava na vontade
sempre quando eu tava em casa  de madrugada
eu pensava na gente  do nada
não deu pra evitar

oh

sem ninguém saber
o lance é escondido
sem ninguém saber
se perguntar eu minto

que é pra você ver
tudo o que eu mais quero é você aqui comigo

sem ninguém saber
o lance é escondido
sem ninguém saber

se perguntar eu minto
que é pra você ver
tudo o que eu mais quero é você aqui comigo

sem ninguém saber
o lance é escondido
sem ninguém saber
se perguntar eu minto

que é pra você ver

sem ninguém saber
o lance é escondido
sem ninguém saber
se perguntar eu minto

que é pra você ver
tudo o que eu mais quero é você

sem ninguém saber","pagode"
"124421","simplesmente (part. naná damasceno)","rodriguinho","romântico; pagode; samba","uma vida
tantos sonhos para acabar numa briga
no amor sempre existi saída
não consigo acreditar que vai ser o fim  

se é mentira 
então diz porque você acredita
e se entrega num querer sem medida
nosso jeito de amar sempre foi assim  

tão intenso
impossível de chegar a um consenso
duas personalidades diferentes  é tão difícil pra gente

mas é lindo
quando tudo se resolve na cama
pega fogo quando a gente se ama
quando é paixão  simplesmente

você errar sem pedir perdão
posso ti dizer sim  mas sempre digo não   x 
pura adrenalina emoção
quando fica em paz a nossa relação
quando é paixão simplesmente","pagode"
"124422","u","rodriguinho","romântico; pagode; samba","quer mudar o jogo 
viver outra vida 
quer fazer as coisas que ninguém jamais faria 
mude sua rotina  suas companhias
se depender delas  você sabe  tá fodida  ei

fala menos  senta mais
pensa menos  faça mais
sei que é ruim se arriscar
mas no fim é bom de mais

pode até parecer que é coisa louca
mas você sabe  dá água na boca
a noite pode virar dia
a noite pode virar dia
me dando o que cê nunca deu
esquece tudo que aprendeu
me diz depois se não valeu
não valeu

essas meninas de hoje em dia cheia de hipocrisia
se faz de santinha  mas na cama é uma vadia
quer tapa na bunda pra realçar a marquinha
quer levar a amiga pra ela não ficar sozinha
amiga que é amiga
dividi com a amiga
e eu fornecendo tudo que ela precisa
e eu fornecendo tudo que ela precisa

eu não sou loiro e nem tenho olho azul
uh  uh
mas quando eu pego eu vou falar pra tu
uh  uh
eu gosto tanto de um corpinho nu
uh  uh
amor à primeira vista  i love you
yeah  i love you

te ter pra mim é sonho de criança
eu amo quando sua bunda balança
quando me faz carinho enquanto a gente transa
a mais danada que tem carinha de santa
o que você quer  onde você tá 
o que você tem  posso te ajudar 
calma  fica bem  deixa isso pra lá
a vida é uma só  tem que aproveitar

não é que eu faço isso com um monte
você sabe  você tem seu lugar
conversamos sobre isso ontem
sério que quer discutir ao invés de transar 

uh  uh
mas quando eu pego eu vou falar pra tu
uh  uh
eu gosto tanto de um corpinho nu
uh  uh
amor à primeira vista  i love you

eu fico só olhando a molecada de hoje em dia
falar de praticar  mas nem saíram da teoria
falando que se pegam  sempre faz e acontece
mentindo fácil assim ninguém merece
sempre falei com o gaab pra colar com quem sabe
e liberei segredos guardados a   chaves

pegada que passa de geração em geração
e todas que sentirem vão comer na sua mão
e todas que sentirem vão comer na sua mão
vem 

finge que me engana  que finjo que eu sou enganado
diz que me ama  que sou seu namorado
se tá na cama  o jogo tá armado
eu sempre ganho  no máximo deixo empatado

mas quando eu pego eu vou falar pra tu","pagode"
"124423","um brinde a nós dois","rodriguinho","romântico; pagode; samba","olha  pensando bem
quero te conhecer
seu jeito é interessante
eu nunca demostrei
deixei tudo acontecer
a gente era tão distante

melhor admitir a nossa intenção
já foi tempo demais
vê se não demora  então

é muita sorte a gente no mesmo lugar
e logo hoje que eu pensei em te encontrar
em te encontrar

um brinde a nós dois
o nosso dia chegou
vamos comemorar  a noite só começou
um brinde a nós dois
nosso dia chegou
você não sabe a metade dessa vontade que eu tô","pagode"
"124424","vaga lembrança / pretexto (com gaab & ah! mr. dan)","rodriguinho","romântico; pagode; samba","eu não sei porque você ligou
se era pra esquecer  tudo que eu sentia
eu não sei porque você ligou
brigou não deu valor  quando eu mais queria
 tá virando palhaçada  eu não quero mais ser seu brinquedo  não
 tudo ou nada  esse é o preço da sua indecisão
 que mancada  é melhor você parar  eu não quero te xingar mas cansei

você é uma vaga  simplesmente uma vaga lembrança
filha de uma pura ilusão
 vaga  simplesmente uma vaga lembrança
não adianta mais correr atrás
você é uma vaga  simplesmente uma vaga lembrança
filha de uma pura ilusão que não me engana mais
 vaga  simplesmente uma vaga lembrança
não adianta mais correr atrás

tava desacreditando do amor
quando de repente num olhar o meu mundo parou
parecia filme  coisa de cinema
mas até que enfim você chegou

todo exagerado isso eu sei que eu sou
é que minha vontade  hoje  é te chamar de meu amor
to pulando etapas  meio maluquinho
tô tão diferente do que eu sou

se eu tiver muito  por favor me fala
dá um jeito e manda eu parar
é que eu não sei pensar em mais ninguém
na roda dos meus amigos nem me reconhecem mais
só eu sei porque eu mudei
vou dizer o que me conquistou

foi esse teu jeito  a cor do cabelo
esse teu sorriso  esse teu calor
o jeito do beijo  esse teu carinho
esse teu corpinho  a gente encaixou tão bem
que eu não tenho mais pretexto
pra não te chamar de amor

você é uma vaga  simplesmente uma vaga lembrança
filha de uma pura ilusão
 vaga  simplesmente uma vaga lembrança
não adianta mais correr atrás
você é uma vaga  simplesmente uma vaga lembrança
filha de uma pura ilusão que não me engana mais
 vaga  simplesmente uma vaga lembrança
não adianta mais correr atrás","pagode"
"124425","zé ninguém","rodriguinho","romântico; pagode; samba","eu não aprendo
quem mandou eu te ligar 
escutei uma voz no fundo dizendo  amor  vem cá
caiu o meu mundo e fiquei mudo
ao saber que tem alguém
fazendo tudo
quem é o sortudo 
me senti um zé ninguém
aí que eu vi que te perdi

dói saber que alguém roubou o meu lugar na cama
tendo a chance de fazer aquilo que eu já fiz
fico imaginando se esse cara aí te ama
mas no tom do seu alô  notei que tá feliz

eu não aprendo
quem mandou eu te ligar 
escutei uma voz no fundo dizendo  amor  vem cá
caiu o meu mundo e fiquei mudo
ao saber que tem alguém
fazendo tudo
quem é o sortudo 
me senti um zé ninguém
aí que eu vi que te perdi

dói saber que alguém roubou o meu lugar na cama
tendo a chance de fazer aquilo que eu já fiz
fico imaginando se esse cara aí te ama
mas no tom do seu alô  notei que tá feliz

dói saber que alguém roubou o meu lugar na cama
tendo a chance de fazer aquilo que eu já fiz
fico imaginando se esse cara aí te ama
mas no tom do seu alô  notei que tá feliz
mas no tom do seu alô  notei que tá feliz
que tá feliz","pagode"
"124426","balanço por você","bom gosto","pagode; romântico; samba","em outras ruas por aí
eu fui tentar me aventurar
só quis te substituir
é mais difícil que grego em braile

então quem sabe eu vou pra ir
ou de repente vem pra cá
que eu peço algo pra comer
de sobremesa você  pra recordar
como tudo era bom demais
bom demais da conta dá vontade de rever
os milagres que teu corpo tatuado faz
quando sente o jeito que ele deve ser tocado

gostávamos de debater sobre filmes
séries  sambas e religião
todo mundo na balada e a gente na tv
exprimidos no sofá ou o colchão no chão
sei que lembrar vai doer
mas digo o que eu posso fazer

como eu vou fazer
se eu ainda balanço por você
como eu vou fazer
se eu ainda balanço
como eu vou fazer
se eu ainda balanço por você
como eu vou fazer
se eu ainda balanço

 e não me canso desse vai e vem ","pagode"
"124427","curtir a vida","bom gosto","pagode; romântico; samba","êo  êo  hey
êo  êo  hey
êo  hey
êo  hey  êo  êo

eu te avisei pra não deixar me acostumar
eu te falei que dessa vez não vai rolar
agora eu sei  cuidar de mim
fazer feliz meu coração

vou por aí  curtir a vida nunca mais
eu vou sofrer você chegou a ponto de enlouquecer
eu tô de boa  mas vê se pega essa visão

cansei hoje eu não quero saber de mais nada
só sei que eu tô fechado com a rapaziada
então deixa eu viver em paz

eu tô beijando todo mundo  hey
agora eu só quero festa  hey
bota geral pra rebolar  rebolar
rebolar  rebolar  rebolar  ai ai ai

tô offiline na sua vida
nem o seu like me interessa
botei geral pra rebolar  rebolar
rebolar  rebolar  rebolar  ai ai ai

cansei hoje eu não quero saber de mais nada","pagode"
"124428","língua dos anjos (francesa) (part. l7nnon)","bom gosto","pagode; romântico; samba","traz uma moët chandon  pra gente estourar    traz
um cabernet sauvignon e uma água sem gás

não sei como é que faz
eu acho muito chique o seu jeito de falar
parece francesa  mas não tem frescura
parece até que a gente já se conhecia
mesmo não falando a língua dos anjos
no olhar a gente foi se entendendo
mesmo não sabendo no que vai dar

sei lá
entre todos os cantos que canto
só peço que deus me proteja
e todos os santos
não quebre o quebranto
e não me tire o encanto
esse feitiço que tanto me alucina

mesmo não sabendo no que vai dar
só penso na gente sei lá no oriente
num pico bem louco
de qualquer lugar  pra gente se amar
a gente só quer namorar
só quer se beijar
a gente só quer o que é bom

vou lançar uma nave de dois  lugar 
pra nós  viajar  pra qualquer lugar
vou comprar uma casa na praia
pra quando fizer sol nós não  precisa  alugar
l  e bom gosto  ela sabe que nós  tem  bom gosto
fui me apresentar  perguntei o que ela gosta
ela falou
fala  só que não me encosta
na verdade  linda  eu perguntei teu nome
a cara de moleque e a postura de homem
o problema é que quando aparece
o meu problema some
ela sabe    se a chapa esquenta  o couro come","pagode"
"124429","all star (feat. xanddy)","bom gosto","pagode; romântico; samba","estranho seria se eu não me apaixonasse por você
o sal viria doce para os novos lábios
colombo procurou as índias mas a terra avistou em você
o som que eu ouço são as gírias do seu vocabulário

estranho é gostar tanto do seu all star azul
estranho é pensar que o bairro das laranjeiras
satisfeito sorri  quando chego ali
e entro no elevador aperto o     que é o seu andar
não vejo a hora de te reencontrar
e continuar aquela conversa
que não terminamos ontem  ficou pra hoje

estranho mas já me sinto como um velho amigo seu
seu all star azul combina com o meu  preto  de cano alto
se o homem já pisou na lua
como eu ainda não tenho seu endereço
o tom que eu canto as minhas músicas
para a tua voz parece exato

estranho é gostar tanto do seu all star azul
estranho é pensar que o bairro das laranjeiras
satisfeito sorri  quando chego ali
e entro no elevador aperto o     que é o seu andar
não vejo a hora de te reencontrar
e continuar aquela conversa
que não terminamos ontem  ficou nas laranjeiras
satisfeito sorri  quando chego ali
e entro no elevador aperto o     que é o seu andar
não vejo a hora de te reencontrar
e continuar aquela conversa
que não terminamos ontem  ficou pra hoje","pagode"
"124430","ela mexe mais","bom gosto","pagode; romântico; samba","pois é  conheci uma garota que sabe viver
parece uma modelo ainda faz crochê
meu deus do céu essa garota é diferente

mulher
me diz o que eu faço pra te esquecer
não sai da minha cabeça
acho que você
fez magia pra entrar na minha mente

como é que faz
pra ter essa mulher que é gata demais
tem experiência sabe o que faz
ela não é boba  ela é sagaz
ela tem gás

eu sou um rapaz
que luta que batalha e corre atrás
eu quero calmaria alegria e paz
com aquela moça da rua de trás

e ela mexe
mexe  mexe  mexe mais
e ela desce
desce  desce  desce mais
e ela mexe
ela sabe o que faz
e ela desce
ela rebola demais

e ela mexe
mexe  mexe  mexe mais
e ela desce
desce  desce  desce mais
e ela mexe
ela sabe o que faz
e ela desce
ela rebola demais

ela desce remexe
rebola até o chão
de vestido colado e bolsa da louis vitton
ela me enlouquece
eu perco a noção
dançamos agarradinho no meio salão
o clima tá bom  cavaco e percussão
estudante e bom gosto na conexão
vai não para não que
hoje tá bom demais
ela parou na minha frente e eu fiquei atrás

e ela mexe
mexe  mexe  mexe mais
e ela desce
desce  desce  desce mais
e ela mexe
ela sabe o que faz
e ela desce
ela rebola demais

e ela mexe
mexe  mexe  mexe mais
e ela desce
desce  desce  desce mais
e ela mexe
ela sabe o que faz
e ela desce
ela rebola demais

como é que faz
pra ter essa morena que é gata demais
tem experiência sabe o que faz
ela não é boba  ela é sagaz
ela tem gás

eu sou um rapaz
que luta que batalha e corre atrás
eu quero calmaria alegria e paz
com aquela moça da rua trás

e ela mexe
mexe  mexe  mexe mais
rebola pro pai
desce  desce  desce mais
ai  vai  rebola pro pai
ela sabe o que faz
e pra ela tanto faz

vai  vai  aqui tá bom demais 
mexe  mexe  mexe mais
ela  eu chego atrás
vai  tá querendo mais
vai  vai  vai  vai

mexe  mexe  mexe mais
desce  desce  desce mais
ela sabe o que faz
ela rebola demais

mexe  mexe  mexe mais
desce  desce  desce mais
ela sabe o que faz
ela rebola demais

ela rebola demais","pagode"
"124431","morar com a lua","bom gosto","pagode; romântico; samba","lá  lalalaia  lalalaia  lalalaia
lá  lalalaia  lalalaia  lalalaia
lá  lalalaia  lalalaia  ôô
lá  lalalaia  lalalaia  lalalaia
lá  lalalaia  lalalaia  lalalaia
lá  lalalaia  ôô

não dá mole que eu vou te encontrar
nessas suas andanças de bar
não adianta que eu sou do sereno
sou velho de pista não vai me enganar
você diz que eu vivo insinuando
ainda acha que está me levando
enganado com todo esse papo
que volta pra casa e quer descansar

eu conheço pelo olhar e sei que é história
sempre solta o seu veneno e seu caô
eu fiz de tudo só pra gente se acertar
fiquei de boa dei uma herança pra você
mas não adianta você gosta da noitada
de andar de madrugada
não tem como te prender

eu já sei bem seu lugar
essa dependência sua
você gosta de rodar  de rodar  de rodar
de rodar pela rua
não tem mais como mudar
melhor cada um na sua
o seu destino é morar  é morar  é morar
é morar com a lua

eu conheço pelo olhar e sei que é história","pagode"
"124432","na beira do prato (part. thiaguinho)","bom gosto","pagode; romântico; samba","dá o papo meu parceiro
o que que tá pegando
eu nunca te vi assim
tô te achando estranho
vai ser melhor desabafar

não sei se você lembra daquela mina
que morava aí na rua
que já foi sua

eu não pensei que fosse acontecer
mas aconteceu
fui  peguei  me envolvi  me deixei levar
sem sentir  quando eu vi
tava ali  já era

então eu vou te dar uma idéia
tu presta atenção
não entra nessa de pagar paixão
vai comendo esse mingau no sapatinho
na beira do prato
mas cuidado que as novinhas são loucas
eu  dessa mina já fui o patrão
minha mulher descobriu e zuou meu plantão
foi com esse mingau que eu queimei minha boca  que coisa louca

eu tô pirado  amarrado  delirando nessa mina
sai fora
eu já tentei  mas não consigo
só no beijo rola o clima
não dá pra dispensar
agora eu já tô dentro  rola um sentimento
eu vou pagar pra ver
um dia você pega ela com outro e vai me entender

eu tô pirado  amarrado  delirando nessa mina
sai fora
eu já tentei  mas não consigo
só no beijo rola o clima
não dá pra dispensar
agora eu já tô dentro  rola um sentimento
eu vou pagar pra ver
um dia você pega ela com outro e vai me entender","pagode"
"124433","pega a senha","bom gosto","pagode; romântico; samba","vai lá e pega a senha para me esperar
laiá laiá oô
laiá laiá oô
a fila andou e pra vc não tenho tempo
vai lá e pega a senha pra me esperar

teu olhar me desprezou
outro olhar me envolveu
o que você maltratou
alguém veio e protegeu
e se você não me amou
teve quem compareceu
você me abandonou
novo amor me acolheu
eu te avisei que isso um dia ia acontecer
você não deu moral
teu argumento é fraco e nunca vai me convencer
esse é o seu mal
mas já perdoei já tô legal

você deixou nosso amor voar no vento
e agora eu só lamento se você chorar
a fila andou e pra você não tenho tempo
vai lá e pega a senha para me esperar
laiá laiá oô","pagode"
"124434","pega senha","bom gosto","pagode; romântico; samba","vai lá e pega a senha para me esperar
laiá  laiá oô
laiá  laiá oô
a fila andou e pra você não tenho tempo
vai lá e pega a senha pra me esperar

teu olhar me desprezou
outro olhar me envolveu
o que você maltratou
alguém veio e protegeu
e se você não me amou
teve quem compareceu
você me abandonou
novo amor me acolheu

eu te avisei que isso um dia ia acontecer
você não deu moral
teu argumento é fraco e nunca vai me convencer
esse é o seu mal
mas já perdoei já tô legal

você deixou nosso amor voar no vento
e agora eu só lamento se você chorar
a fila andou e pra você não tenho tempo
vai lá e pega a senha para me esperar","pagode"
"124435","princípio, meio e fim (part. jorge aragão)","bom gosto","pagode; romântico; samba","tudo nesse mundo é tão comum
todo mundo é parte do princípio  meio e fim
preto  branco  rico  pobre tanto fez
eis ai o  x   ninguém resolve essa questão

tire sua onda enquanto é tempo
vá gastar seu tempo por aí
se levanta irmão  sai dessa aí
muda esse placar de   a  
desistência não  eu não aceito
no final do túnel existe luz
e a sua cruz é tão pesada quanto a minha

e no geral  o bem jamais perdeu pro mal
e ainda bem    que ainda há bem
ainda bem
em nome do pai  do filho  do espírito santo  amém

e se deus é contigo  amém
não temeis o perigo  amém
mil cairão ao seu lado  dez mil à direita
e você ficará bem
em nome do pai  do filho  do espírito santo  amém","pagode"
"124436","rap da felicidade","bom gosto","pagode; romântico; samba","minha cara autoridade  eu já não sei o que fazer
com tanta violência  eu sinto medo de viver
pois moro na favela e sou muito desrespeitado
a tristeza e a alegria aqui caminham lado a lado
eu faço minha oração para uma santa protetora
mas sou interrompido por tiros de metralhadora
enquanto os ricos moram numa casa grande e bela
o pobre é humilhado e esculachado na favela
já não aguento mais essa onda de violência
só peço à autoridade um pouco mais de competência

mas eu só quero é ser feliz
andar tranquilamente na favela onde eu nasci
e poder me orgulhar  e ter a consciência que o pobre tem seu lugar

mas eu só quero é ser feliz  feliz  feliz  feliz 
andar tranquilamente na favela onde eu nasci  han 
e poder me orgulhar  e ter a consciência que o pobre tem seu lugar

diversão hoje em dia  nem pensar
pois até lá nos bailes eles vêm nos humilhar
ficar lá na praça que era tudo tão normal
agora virou moda violência no local
pessoas inocentes  que não têm nada a ver
estão perdendo  hoje  seu direito de viver
nunca vi cartão postal que se destaque uma favela
só vejo paisagem muito linda e muito bela
quem vai pro exterior  da favela sente saudade
o gringo vem aqui e não conhece a realidade
vai pra zona sul pra conhecer água de coco
e o pobre na favela  passando sufoco
trocaram a presidência  uma nova esperança
sofri na tempestade  agora eu quero a bonança
o povo tem a força  precisa descobrir
se eles lá não fazem nada  faremos todos daqui

mas eu só quero é ser feliz
andar tranquilamente na favela onde eu nasci
e poder me orgulhar  e ter a consciência que o pobre tem seu lugar

mas eu só quero é ser feliz  feliz  feliz  feliz 
andar tranquilamente na favela onde eu nasci  han 
e poder me orgulhar  e ter a consciência que o pobre tem seu lugar

mas eu só quero é ser feliz
andar tranquilamente na favela onde eu nasci
e poder me orgulhar  e ter a consciência que o pobre tem seu lugar

mas eu só quero é ser feliz  feliz 
andar tranquilamente na favela onde eu nasci  han 
e poder me orgulhar  e ter a consciência que o pobre tem seu lugar

rabisca  dj tony
salve cidinho e doca
salve o funk carioca  o funk de todo o brasil
e salve o samba ","pagode"
"124437","swing sinistrão","bom gosto","pagode; romântico; samba","ha  ha  ha  vou falar uma coisa pra você
é malandro  pega esse swing aí

eu de bermuda  chinelo de dedo  cavaco na mão
ela de salto  vestido da gucci  ouvindo meu som
eu na missão trabalhando e ela curtindo feliz

olho no olho de prima bateu a atração singular
era a princesa e o plebeu que o destino acabou de formar
a patizinha ficou de bobeira no papo que eu dei

ela faz dieta  firme na sua meta
eu vou de podrão e de pastel chinês
ela socialight  dona de iate
e eu na correria de um leão por mês

o meu barraco não para de pingar
na geladeira não tem o que fazer
e mesmo assim não para de ligar
diz que é toda minha vai contar pro mundo
ela é a dama e eu sou o vagabundo
diz que é toda minha vai contar pro mundo

e gosto de um bar  gosto de beber
se quiser chegar minha favela é só lazer
na pele na pegada no swing sinistrão
a dama do leblon tá viciada no negão

e gosto de um bar  gosto de beber
se quiser chegar na minha favela é só lazer
na pele na pegada no swing sinistrão
a dama do leblon tá viciada no negão

tem jeito não meu irmão  provou vicia

eu de bermuda  chinelo de dedo  cavaco na mão
ela de salto  vestido da gucci  ouvindo meu som
eu na missão trabalhando e ela curtindo feliz

olho no olho de prima bateu uma atração singular
era a princesa e o plebeu que o destino acabou de formar
a patizinha ficou de bobeira no papo que eu dei

ela faz dieta  firme na sua meta
eu vou de podrão e de pastel chinês
ela socialight dona de iate
e eu na correria de um leão por mês

o meu barraco não para de pingar
na geladeira não tem o que fazer
e mesmo assim não para de ligar
diz que é toda minha vai contar pro mundo
ela é a dama e eu sou o vagabundo
diz que é toda minha vai contar pro mundo

e gosto de um bar  gosto de beber
se quiser chegar na minha favela é só lazer
na pele na pegada no swing sinistrão
a dama do leblon tá viciada no negão

e gosto de um bar  gosto de beber
se quiser chegar na minha favela é só lazer
na pele na pegada no swing sinistrão
a dama do leblon tá viciada no negão

a dama do leblon tá viciada no negão
a dama do leblon tá viciada no negão","pagode"
"124450","axé a sua fé","katinguelê","samba; pagode","vem dividir minha liberdade
quebrei suas correntes
queimei suas senzalas
trago em minhas mãos a sua marca
como ela fez um samba
mesmo assim de dor
falo do amor
em forma musical
há um carnaval cantando
olá  pro mundo
eu vim de longe
o sol caçando a namorada lua
chuá  meu canto xango
ajuda axé
na trilha sua fé
oh  oh  oh katinguelê na área
axé a todas as crianças
a liberdade
a felicidade
a poesia
a fantasia
a alegria de viver
ao amor
a união de todas as raças
axé","pagode"
